t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,-0.179614,-1.094936,1.109570,-0.237435,-1.443863,1.463255,141.9159,122.6470,57.6681,621.4116,14.8218,13.689861,5.6859,0
1.0000,-0.179976,-1.093456,1.108168,-0.239804,-1.441866,1.461671,146.2605,122.4782,47.9967,622.7156,15.3419,13.688821,5.6846,0
1.5000,-0.180238,-1.090769,1.105559,-0.238135,-1.441609,1.461145,145.0054,122.0442,158.3720,623.7055,14.1677,13.687748,5.6833,0
2.0000,-0.181139,-1.092305,1.107223,-0.239468,-1.442544,1.462286,150.4215,121.8651,135.9181,624.1391,14.2915,13.692309,5.6890,0
2.5000,-0.179690,-1.094713,1.109363,-0.238065,-1.442722,1.462232,143.6857,122.7110,36.9188,622.0123,15.1139,13.688755,5.6845,0
2.9999,-0.179734,-1.092896,1.107576,-0.238065,-1.443699,1.463196,146.8135,122.3638,116.4456,625.1982,14.2456,13.690195,5.6863,0
3.4999,-0.181091,-1.090028,1.104968,-0.239239,-1.440529,1.460260,147.0496,121.8706,160.8644,624.5385,14.4873,13.689644,5.6856,0
3.9999,-0.180272,-1.094132,1.108883,-0.238085,-1.443942,1.463438,146.9289,122.1681,99.0670,623.0340,13.4793,13.693637,5.6906,0
4.4999,-0.179997,-1.094275,1.108980,-0.239235,-1.441559,1.461276,145.7146,122.6500,25.8080,622.8005,14.1420,13.689760,5.6858,0
4.9999,-0.179472,-1.092395,1.107040,-0.237327,-1.443626,1.463004,146.1122,122.2510,152.0801,622.8812,13.5303,13.691450,5.6879,0
5.5000,-0.181755,-1.089976,1.105027,-0.240210,-1.440246,1.460140,149.8047,121.7399,163.8995,623.7125,13.9118,13.692173,5.6888,0
6.0000,-0.179730,-1.094918,1.109572,-0.237391,-1.444248,1.463628,142.7875,122.5014,71.7283,621.5553,14.1387,13.691794,5.6883,0
6.5000,-0.180103,-1.093793,1.108521,-0.240072,-1.441218,1.461076,146.7251,122.5447,29.3464,623.2018,14.9091,13.688444,5.6841,0
7.0000,-0.179783,-1.091433,1.106141,-0.237581,-1.442501,1.461935,144.8957,122.1398,157.4195,621.1390,13.9724,13.689224,5.6851,0
7.5000,-0.181619,-1.091069,1.106082,-0.240177,-1.441373,1.461247,151.1939,121.7516,160.2258,624.1074,14.3809,13.691653,5.6881,0
7.9999,-0.179606,-1.094887,1.109520,-0.237575,-1.443527,1.462946,142.2519,122.6890,50.6319,622.2297,14.9378,13.688846,5.6846,0
8.4999,-0.179909,-1.093242,1.107946,-0.239265,-1.442569,1.462277,145.5347,122.4459,71.3061,622.9759,14.9343,13.689615,5.6856,0
8.9999,-0.180515,-1.090472,1.105312,-0.238487,-1.441189,1.460788,145.7456,121.9853,159.3608,623.5514,14.2505,13.687583,5.6831,0
9.4999,-0.180836,-1.092988,1.107847,-0.238982,-1.443113,1.462767,149.4760,121.9550,118.2583,624.9222,13.8644,13.692726,5.6895,0
9.9999,-0.179782,-1.094584,1.109250,-0.238426,-1.442286,1.461861,144.3542,122.7001,30.3299,622.6480,14.5518,13.689303,5.6852,0
10.5000,-0.179603,-1.092763,1.107424,-0.237690,-1.443837,1.463271,147.0731,122.3200,136.5733,623.5382,13.8439,13.690284,5.6864,0
11.0000,-0.181379,-1.089899,1.104888,-0.239633,-1.440301,1.460100,147.9349,121.8163,161.9436,625.3972,14.2948,13.690584,5.6868,0
