t,bridle_l1,bridle_l2,bridle_l3,cyan,topbay,hub_lat
6.851,0.0000,0.0000,0.0000,805.1917,1377.5848,1.79660
6.901,0.0000,0.0000,0.0000,0.0000,411.3120,1.89911
6.951,0.0000,0.0000,0.0000,743.6281,888.2779,2.03434
7.001,0.0000,0.0000,0.0000,311.6883,902.6831,2.05856
7.051,0.0000,0.0000,0.0000,171.1615,216.6015,2.01243
7.101,0.0000,0.0000,0.0000,139.6842,1154.2108,1.97553
7.151,0.0000,0.0000,0.0000,150.3243,551.4340,1.88712
7.201,0.0000,0.0000,0.0000,158.4894,689.5712,1.77511
7.251,0.0000,0.0000,0.0000,90.2820,119.2649,1.62253
7.301,0.0000,0.0000,0.0000,120.7141,282.5950,1.47130
7.351,0.0000,0.0000,0.0000,54.4023,877.5425,1.34698
7.401,0.0000,0.0000,0.0000,209.2810,618.5343,1.29645
7.451,0.0000,0.0000,0.0000,382.5418,487.9607,1.33880
7.501,0.0000,0.0000,0.0000,59.4074,351.2261,1.46273
7.551,0.0000,0.0000,0.0000,490.9458,566.8209,1.64318
7.601,0.0000,0.0000,0.0000,343.8213,356.0127,1.76123
7.651,0.0000,0.0000,0.0000,230.9212,394.5752,1.82551
7.701,0.0000,0.0000,0.0000,947.0041,786.9171,1.85398
7.751,0.0000,0.0000,0.0000,270.9962,474.5975,1.75076
7.801,0.0000,0.0000,0.0000,0.0000,805.0120,1.61706
7.851,0.0000,0.0000,0.0000,132.0032,662.6067,1.50011
7.901,0.0000,0.0000,0.0000,154.7321,418.0918,1.38089
7.951,0.0000,0.0000,0.0000,200.4543,1084.7897,1.29424
8.001,0.0000,0.0000,0.0000,229.9365,159.0331,1.28736
8.051,0.0000,0.0000,0.0000,238.3602,764.4563,1.36355
8.101,0.0000,0.0000,0.0000,75.3111,382.4982,1.54543
8.151,0.0000,0.0000,0.0000,997.9246,1098.2126,1.78646
8.201,0.0000,0.0000,0.0000,251.8983,572.5526,1.99211
8.251,0.0000,0.0000,0.0000,338.7294,496.5540,2.17441
8.301,0.0000,0.0000,0.0000,990.6024,1197.0441,2.27372
8.351,0.0000,0.0000,0.0000,69.3278,909.6351,2.16199
8.401,0.0000,0.0000,0.0000,411.0466,1008.0471,1.98749
8.451,0.0000,0.0000,0.0000,87.6882,399.5940,1.77109
8.501,0.0000,0.0000,0.0000,156.8302,286.0480,1.57818
8.551,0.0000,0.0000,0.0000,41.6702,933.3749,1.45338
8.601,0.0000,0.0000,0.0000,146.2385,313.1365,1.43664
8.651,0.0000,0.0000,0.0000,116.7231,179.0059,1.51789
8.701,0.0000,0.0000,0.0000,301.5791,244.7425,1.62735
8.751,0.0000,0.0000,0.0000,217.6954,509.6283,1.70508
8.801,0.0000,0.0000,0.0000,441.1542,486.0623,1.74967
8.851,0.0000,0.0000,0.0000,407.8556,958.5209,1.78706
8.901,0.0000,0.0000,0.0000,698.5337,418.3019,1.79544
8.951,0.0000,0.0000,0.0000,210.7604,821.3490,1.76406
9.001,0.0000,0.0000,0.0000,0.0000,420.0595,1.72658
9.051,0.0000,0.0000,0.0000,589.9574,393.4315,1.68416
9.101,0.0000,0.0000,0.0000,147.3814,730.3755,1.59733
9.151,0.0000,0.0000,0.0000,236.3039,891.6304,1.47452
9.201,0.0000,0.0000,0.0000,69.6232,273.8552,1.35475
9.251,0.0000,0.0000,0.0000,82.5164,1347.9346,1.27010
9.301,0.0000,0.0000,0.0000,44.5678,244.1532,1.19307
9.351,0.0000,0.0000,0.0000,208.3335,0.0000,1.15711
9.401,0.0000,0.0000,0.0000,260.6566,416.4691,1.19486
9.451,0.0000,0.0000,0.0000,59.3983,556.8322,1.32035
9.501,0.0000,0.0000,0.0000,331.9516,451.7754,1.54382
9.551,0.0000,0.0000,0.0000,871.0153,326.6862,1.80264
9.601,0.0000,0.0000,0.0000,452.1779,488.7269,1.97909
9.651,0.0000,0.0000,0.0000,118.1644,443.9873,2.07920
9.701,0.0000,0.0000,0.0000,1141.8984,272.4699,2.12482
9.751,0.0000,0.0000,0.0000,64.4443,210.6385,2.02507
9.801,0.0000,0.0000,0.0000,90.5187,932.2450,1.92969
9.851,0.0000,0.0000,0.0000,302.4447,252.7764,1.86049
9.901,0.0000,0.0000,0.0000,162.2050,696.9098,1.80198
9.951,0.0000,0.0000,0.0000,106.3913,453.7141,1.74358
10.001,0.0000,0.0000,0.0000,167.2485,890.8052,1.67408
10.051,0.0000,0.0000,0.0000,66.4192,332.0531,1.57408
10.101,0.0000,0.0000,0.0000,41.4068,305.0016,1.48005
10.151,0.0000,0.0000,0.0000,132.3309,581.7395,1.44379
10.201,0.0000,0.0000,0.0000,515.8570,437.0747,1.49974
10.251,0.0000,0.0000,0.0000,47.3176,535.9320,1.63172
10.301,0.0000,0.0000,0.0000,496.4850,902.2130,1.84859
10.351,0.0000,0.0000,0.0000,418.1907,1169.4928,2.05680
10.401,0.0000,0.0000,0.0000,131.5010,326.7696,2.18720
10.451,0.0000,0.0000,0.0000,464.2439,138.7502,2.26238
10.501,0.0000,0.0000,0.0000,527.1393,827.7854,2.21805
10.551,0.0000,0.0000,0.0000,0.0000,441.7250,2.05528
10.601,0.0000,0.0000,0.0000,599.2857,787.7338,1.87939
10.651,0.0000,0.0000,0.0000,541.0113,385.8566,1.67156
10.701,0.0000,0.0000,0.0000,61.0362,378.7883,1.46806
10.751,0.0000,0.0000,0.0000,59.7862,622.6238,1.36733
10.801,0.0000,0.0000,0.0000,506.4052,621.0899,1.40961
10.851,0.0000,0.0000,0.0000,267.4432,1119.7343,1.56937
10.901,0.0000,0.0000,0.0000,928.3212,888.0900,1.80585
10.951,0.0000,0.0000,0.0000,153.4134,556.9458,2.00489
11.001,0.0000,0.0000,0.0000,335.5951,517.3629,2.20143
11.051,0.0000,0.0000,0.0000,1102.9015,847.6669,2.28894
11.101,0.0000,0.0000,0.0000,223.9066,196.2592,2.18464
11.151,0.0000,0.0000,0.0000,0.0000,143.4572,2.00899
11.201,0.0000,0.0000,0.0000,0.0000,333.3968,1.82234
11.251,0.0000,0.0000,0.0000,512.8412,760.1513,1.61135
11.301,0.0000,0.0000,0.0000,179.5109,365.4538,1.37824
11.351,0.0000,0.0000,0.0000,58.8674,218.6580,1.24534
11.401,0.0000,0.0000,0.0000,52.8296,662.9127,1.25852
11.451,0.0000,0.0000,0.0000,276.0786,844.2965,1.42642
11.501,0.0000,0.0000,0.0000,203.4243,326.5654,1.65976
11.551,0.0000,0.0000,0.0000,249.9078,940.6286,1.89233
11.601,0.0000,0.0000,0.0000,632.6592,216.3781,2.07660
11.651,0.0000,0.0000,0.0000,502.1309,460.9376,2.17884
11.701,0.0000,0.0000,0.0000,196.1476,581.0907,2.20003
11.751,0.0000,0.0000,0.0000,247.8429,31.9784,2.17122
11.801,0.0000,0.0000,0.0000,378.9088,106.5924,2.08856
11.851,0.0000,0.0000,0.0000,62.2861,544.6490,1.99193
11.901,0.0000,0.0000,0.0000,501.3607,571.2141,1.89040
11.951,0.0000,0.0000,0.0000,302.6976,459.4692,1.73757
12.001,0.0000,0.0000,0.0000,150.7819,437.1318,1.58776
12.051,0.0000,0.0000,0.0000,53.2489,995.1420,1.45381
12.101,0.0000,0.0000,0.0000,372.1845,662.6221,1.34391
12.151,0.0000,0.0000,0.0000,59.1530,361.2692,1.27604
12.201,0.0000,0.0000,0.0000,106.9512,405.9649,1.32178
12.251,0.0000,0.0000,0.0000,272.3688,453.2245,1.45798
12.301,0.0000,0.0000,0.0000,163.6715,559.9618,1.63803
12.351,0.0000,0.0000,0.0000,238.3744,715.7217,1.82715
12.401,0.0000,0.0000,0.0000,527.3468,863.3914,1.93400
12.451,0.0000,0.0000,0.0000,537.5795,760.9814,1.89308
12.501,0.0000,0.0000,0.0000,0.0000,293.7072,1.77482
12.551,0.0000,0.0000,0.0000,51.0482,1175.2142,1.65208
12.601,0.0000,0.0000,0.0000,72.9590,839.8040,1.48298
12.651,0.0000,0.0000,0.0000,54.6597,643.4687,1.32122
12.701,0.0000,0.0000,0.0000,125.9652,662.8805,1.20474
12.751,0.0000,0.0000,0.0000,281.5961,975.2573,1.13259
12.801,0.0000,0.0000,0.0000,173.6506,472.1949,1.10277
12.851,0.0000,0.0000,0.0000,41.8667,557.8374,1.13604
12.901,0.0000,0.0000,0.0000,680.8428,1168.9503,1.23812
12.951,0.0000,0.0000,0.0000,378.3755,708.0939,1.36123
13.001,0.0000,0.0000,0.0000,319.7514,706.6193,1.52380
13.051,0.0000,0.0000,0.0000,387.5050,1499.4847,1.69699
13.101,0.0000,0.0000,0.0000,237.9295,353.5808,1.84579
13.151,0.0000,0.0000,0.0000,467.5536,1677.1880,1.95757
13.201,0.0000,0.0000,0.0000,776.8414,658.2159,1.91723
13.251,0.0000,0.0000,0.0000,9.4297,401.6780,1.73074
13.301,0.0000,0.0000,0.0000,122.4121,699.9837,1.52057
13.351,0.0000,0.0000,0.0000,278.4270,817.1594,1.30620
13.401,0.0000,0.0000,0.0000,138.0723,287.7123,1.10110
13.451,0.0000,0.0000,0.0000,199.4969,237.7898,0.97752
13.501,0.0000,0.0000,0.0000,179.9855,481.3725,0.97364
13.551,0.0000,0.0000,0.0000,262.3006,417.1730,1.06435
13.601,0.0000,0.0000,0.0000,243.1712,599.8765,1.21031
13.651,0.0000,0.0000,0.0000,719.8862,643.1860,1.38546
13.701,0.0000,0.0000,0.0000,49.2662,167.2089,1.53875
13.751,0.0000,0.0000,0.0000,420.6609,480.8149,1.72596
13.801,0.0000,0.0000,0.0000,823.3108,1480.7597,1.90099
13.851,0.0000,0.0000,0.0000,75.1975,431.2316,1.94813
13.901,0.0000,0.0000,0.0000,244.7467,613.4283,1.91955
13.951,0.0000,0.0000,0.0000,191.8491,841.8721,1.82522
14.001,0.0000,0.0000,0.0000,264.0183,197.0104,1.66627
14.051,0.0000,0.0000,0.0000,32.2423,549.8191,1.43547
14.101,0.0000,0.0000,0.0000,53.2596,221.1995,1.21186
14.151,0.0000,0.0000,0.0000,174.5271,1182.0401,1.04902
14.201,0.0000,0.0000,0.0000,164.6345,669.6092,1.01937
14.251,0.0000,0.0000,0.0000,173.1666,343.8422,1.14969
14.301,0.0000,0.0000,0.0000,340.0458,339.0289,1.36370
14.351,0.0000,0.0000,0.0000,294.1882,1269.1420,1.56550
14.401,0.0000,0.0000,0.0000,1171.4446,284.6534,1.67735
14.451,0.0000,0.0000,0.0000,235.7713,364.3652,1.61249
14.501,0.0000,0.0000,0.0000,21.9289,226.5634,1.51380
14.551,0.0000,0.0000,0.0000,195.4940,140.2485,1.46824
14.601,0.0000,0.0000,0.0000,112.1796,701.2907,1.44236
14.651,0.0000,0.0000,0.0000,111.0620,309.3964,1.40897
14.701,0.0000,0.0000,0.0000,132.6325,603.4761,1.34391
14.751,0.0000,0.0000,0.0000,60.2578,100.3936,1.21738
14.802,0.0000,0.0000,0.0000,77.8641,755.1097,1.07179
14.852,0.0000,0.0000,0.0000,231.1191,664.6710,0.93776
14.902,0.0000,0.0000,0.0000,164.5602,1091.3358,0.83851
14.952,0.0000,0.0000,0.0000,61.3465,408.6946,0.85668
15.002,0.0000,0.0000,168.7887,394.5057,704.6947,1.01530
15.052,0.0000,0.0000,13.0903,196.2482,535.0488,1.27188
15.102,0.0000,0.0000,0.0000,407.5135,629.9042,1.56047
15.152,0.0000,0.0000,0.0000,796.1984,727.9554,1.77936
15.202,0.0000,0.0000,0.0000,856.3327,1124.8304,1.82795
15.252,0.0000,0.0000,0.0000,221.9004,972.4214,1.74679
15.302,0.0000,0.0000,0.0000,414.5337,339.6230,1.59117
15.352,0.0000,0.0000,0.0000,116.4823,369.8912,1.40472
15.402,0.0000,0.0000,0.0000,52.9354,488.0134,1.25295
15.452,0.0000,0.0000,0.0000,67.9040,64.9631,1.18306
15.502,0.0000,0.0000,0.0000,395.4434,740.1105,1.18777
15.552,0.0000,0.0000,0.0000,282.1182,696.6372,1.24737
15.602,0.0000,0.0000,0.0000,383.5124,232.7797,1.33576
15.652,0.0000,0.0000,0.0000,484.7185,495.8620,1.43888
15.702,0.0000,0.0000,0.0000,433.7427,511.2384,1.57540
15.752,0.0000,0.0000,0.0000,1193.2523,1294.0073,1.70661
15.802,0.0000,0.0000,0.0000,263.7461,851.0074,1.74243
15.852,0.0000,0.0000,0.0000,17.2711,45.8795,1.76196
15.902,0.0000,0.0000,0.0000,565.5694,720.6076,1.80568
15.952,0.0000,0.0000,0.0000,444.3721,986.6482,1.79973
16.002,0.0000,0.0000,0.0000,81.7845,1328.2500,1.70663
16.052,0.0000,0.0000,0.0000,43.3149,1.7325,1.52779
16.102,0.0000,0.0000,0.0000,106.9666,620.7698,1.36921
16.152,0.0000,0.0000,0.0000,167.2989,634.0158,1.24659
16.202,0.0000,0.0000,0.0000,262.0307,573.8140,1.18803
16.252,0.0000,0.0000,0.0000,261.2131,831.4810,1.20912
16.302,0.0000,0.0000,0.0000,282.4344,169.6802,1.30438
16.352,0.0000,0.0000,0.0000,470.0940,0.0000,1.45562
16.402,0.0000,0.0000,0.0000,893.0415,131.6894,1.57256
16.452,0.0000,0.0000,0.0000,0.0000,216.2699,1.62402
16.502,0.0000,0.0000,0.0000,487.1571,30.9690,1.71605
16.552,0.0000,0.0000,0.0000,394.5376,921.3882,1.81036
16.602,0.0000,0.0000,0.0000,212.6526,715.9995,1.84525
16.652,0.0000,0.0000,0.0000,157.8072,63.8203,1.81131
16.702,0.0000,0.0000,0.0000,188.1896,458.0408,1.71292
16.752,0.0000,0.0000,0.0000,132.2310,747.2265,1.56943
16.802,0.0000,0.0000,0.0000,73.1341,710.0099,1.39585
16.852,0.0000,0.0000,0.0000,156.1433,463.7377,1.19876
16.902,0.0000,0.0000,0.0000,93.8839,85.7425,1.02124
16.952,0.0000,0.0000,0.0000,39.5653,275.7077,0.90690
17.002,0.0000,0.0000,0.0000,382.9865,1285.8537,0.91228
17.052,0.0000,0.0000,0.0000,121.2761,194.6308,1.10113
17.102,0.0000,0.0000,0.0000,370.0473,1400.1675,1.38225
17.152,0.0000,0.0000,0.0000,797.0529,1246.9321,1.63083
17.202,0.0000,0.0000,0.0000,241.4222,436.9701,1.74479
17.252,0.0000,0.0000,0.0000,39.1249,460.7889,1.78384
17.302,0.0000,0.0000,0.0000,777.1406,864.1709,1.74537
17.352,0.0000,0.0000,0.0000,78.7472,435.0185,1.62855
17.402,0.0000,0.0000,0.0000,9.8854,394.3703,1.53926
17.452,0.0000,0.0000,0.0000,84.8615,440.4833,1.50193
17.502,0.0000,0.0000,0.0000,244.1044,171.6570,1.49300
17.552,0.0000,0.0000,0.0000,228.8551,371.0912,1.49109
17.602,0.0000,0.0000,0.0000,479.0005,602.6674,1.49498
17.652,0.0000,0.0000,0.0000,308.6924,450.8500,1.47110
17.702,0.0000,0.0000,0.0000,55.2969,523.6183,1.49472
17.752,0.0000,0.0000,0.0000,836.2707,799.1394,1.60946
17.802,0.0000,0.0000,0.0000,295.9966,508.1059,1.73568
17.852,0.0000,0.0000,0.0000,29.8290,200.4656,1.89103
17.902,0.0000,0.0000,0.0000,631.2801,594.1979,2.04926
17.952,0.0000,0.0000,0.0000,384.2957,1145.4828,2.05960
18.002,0.0000,0.0000,0.0000,11.0385,786.6072,1.91038
18.052,0.0000,0.0000,0.0000,107.3176,730.8799,1.71687
18.102,0.0000,0.0000,0.0000,556.4830,753.6878,1.52002
18.152,0.0000,0.0000,0.0000,207.6917,721.9664,1.33509
18.202,0.0000,0.0000,0.0000,187.2745,473.6514,1.21316
18.252,0.0000,0.0000,0.0000,102.1400,434.7849,1.16640
18.302,0.0000,0.0000,0.0000,112.2827,509.0130,1.19704
18.352,0.0000,0.0000,0.0000,165.6950,977.0901,1.28720
18.402,0.0000,0.0000,0.0000,321.6140,592.9056,1.35995
18.452,0.0000,0.0000,0.0000,57.5612,456.3129,1.43961
18.502,0.0000,0.0000,0.0000,554.1005,964.4474,1.57513
18.552,0.0000,0.0000,0.0000,130.8045,13.3508,1.72846
18.602,0.0000,0.0000,0.0000,550.4016,624.3825,1.89206
18.652,0.0000,0.0000,0.0000,447.1830,997.1400,1.94554
18.702,0.0000,0.0000,0.0000,691.1774,1343.6158,1.82562
18.752,0.0000,0.0000,0.0000,398.5237,504.3578,1.57796
18.802,0.0000,0.0000,0.0000,371.5176,101.4702,1.29891
18.852,0.0000,0.0000,0.0000,114.5919,644.8240,1.04406
18.902,0.0000,0.0000,0.0000,270.1470,229.0243,0.96768
18.952,0.0000,0.0000,0.0000,171.5991,488.6791,1.05378
19.002,0.0000,0.0000,0.0000,102.9594,540.0544,1.25388
19.052,0.0000,0.0000,0.0000,323.2017,403.4779,1.49418
19.102,0.0000,0.0000,0.0000,345.7817,71.6859,1.72355
19.152,0.0000,0.0000,0.0000,492.6150,271.1598,1.94692
19.202,0.0000,0.0000,0.0000,237.5575,520.9011,2.15341
19.252,0.0000,0.0000,0.0000,1201.0945,326.5008,2.24936
19.302,0.0000,0.0000,0.0000,203.0519,327.9408,2.15946
19.352,0.0000,0.0000,0.0000,35.0163,73.9404,2.06370
19.402,0.0000,0.0000,0.0000,936.9716,819.6185,1.99982
19.452,0.0000,0.0000,0.0000,178.3430,477.8162,1.88242
19.502,0.0000,0.0000,0.0000,36.6948,229.1672,1.75200
19.552,0.0000,0.0000,0.0000,107.9242,203.1068,1.61539
19.602,0.0000,0.0000,0.0000,251.7601,701.2175,1.48012
19.652,0.0000,0.0000,0.0000,338.8731,529.3630,1.38434
19.702,0.0000,0.0000,0.0000,257.1324,980.6940,1.37192
19.752,0.0000,0.0000,0.0000,284.7743,387.0926,1.43234
19.802,0.0000,0.0000,0.0000,451.4288,299.1955,1.51941
19.852,0.0000,0.0000,0.0000,640.5148,103.2580,1.62467
19.902,0.0000,0.0000,0.0000,770.3955,790.9675,1.71420
19.952,0.0000,0.0000,0.0000,0.0000,10.0597,1.76944
