t,bridle_l1,bridle_l2,bridle_l3,cyan,topbay,hub_lat
0.050,44.6297,82.2815,77.7867,176.4504,623.8563,0.01153
0.100,37.6257,106.4718,53.3438,176.3472,483.0036,0.04423
0.150,70.1500,123.0858,23.0558,189.0496,482.2098,0.09891
0.200,121.3075,101.1372,2.5964,194.7459,541.8496,0.17129
0.250,167.2409,46.8632,18.3859,201.8110,565.7287,0.26204
0.300,174.3004,0.0000,80.9202,212.3308,559.2598,0.37055
0.350,125.4466,0.0000,165.0172,225.7428,550.6932,0.49128
0.400,40.5721,1.9883,231.6049,246.4206,555.0200,0.62255
0.450,0.0000,104.0008,237.5749,274.0377,571.9627,0.76291
0.500,0.0000,0.0000,0.0000,300.7463,642.2013,0.90500
0.550,0.0000,0.0000,0.0000,387.8024,547.4301,1.03090
0.600,0.0000,0.0000,0.0000,186.4895,361.8225,1.13304
0.650,0.0000,0.0000,0.0000,565.5753,1018.8735,1.23829
0.700,0.0000,0.0000,0.0000,522.0190,515.4437,1.27788
0.750,0.0000,0.0000,0.0000,155.3729,309.9292,1.27693
0.800,0.0000,0.0000,0.0000,158.5313,833.9662,1.31343
0.850,0.0000,0.0000,0.0000,391.9240,656.4272,1.35111
0.900,0.0000,0.0000,0.0000,88.2166,121.4452,1.35442
0.950,0.0000,0.0000,0.0000,62.4898,1314.7480,1.38730
1.000,0.0000,0.0000,0.0000,347.4536,414.4372,1.43366
1.050,0.0000,0.0000,0.0000,149.3149,649.7814,1.48875
1.100,0.0000,0.0000,0.0000,412.9693,751.0232,1.57261
1.150,0.0000,0.0000,0.0000,346.1544,476.6799,1.62020
1.200,0.0000,0.0000,0.0000,201.6405,197.3231,1.64442
1.250,0.0000,0.0000,0.0000,83.8909,447.7760,1.68159
1.300,0.0000,0.0000,0.0000,363.9196,195.9676,1.67118
1.350,0.0000,0.0000,0.0000,23.1469,556.8717,1.63096
1.400,0.0000,0.0000,0.0000,292.7517,447.9454,1.62225
1.450,0.0000,0.0000,0.0000,264.6347,404.6510,1.61605
1.500,0.0000,0.0000,0.0000,79.1304,634.0091,1.63698
1.550,0.0000,0.0000,0.0000,691.4130,982.0397,1.72393
1.600,0.0000,0.0000,0.0000,319.5586,211.8219,1.81541
1.650,0.0000,0.0000,0.0000,115.2545,67.5331,1.88299
1.700,0.0000,0.0000,0.0000,477.6363,833.2228,1.94372
1.750,0.0000,0.0000,0.0000,470.9987,465.6598,1.91605
1.800,0.0000,0.0000,0.0000,112.6850,677.2589,1.83968
1.850,0.0000,0.0000,0.0000,33.2982,459.6384,1.80797
1.900,0.0000,0.0000,0.0000,734.1214,184.6069,1.79768
1.950,0.0000,0.0000,0.0000,34.7874,159.3038,1.76560
2.000,0.0000,0.0000,0.0000,419.4324,643.3931,1.74581
2.050,0.0000,0.0000,0.0000,283.6325,493.7435,1.69702
2.100,0.0000,0.0000,0.0000,187.3576,547.1256,1.66007
2.150,0.0000,0.0000,0.0000,40.4391,648.0656,1.66998
2.200,0.0000,0.0000,0.0000,751.3181,434.9362,1.73819
2.250,0.0000,0.0000,0.0000,195.9010,125.4592,1.77858
2.300,0.0000,0.0000,0.0000,202.1624,523.6273,1.80057
2.350,0.0000,0.0000,0.0000,386.3481,1806.0093,1.78091
2.400,0.0000,0.0000,0.0000,276.4568,378.2597,1.69170
2.450,0.0000,0.0000,0.0000,41.2381,309.9839,1.61284
2.500,0.0000,0.0000,0.0000,534.0456,216.2497,1.59524
2.550,0.0000,0.0000,0.0000,311.6191,989.6053,1.59306
2.600,0.0000,0.0000,0.0000,54.2361,271.3578,1.60399
2.650,0.0000,0.0000,0.0000,199.1358,684.8211,1.61613
2.700,0.0000,0.0000,0.0000,334.2178,615.0959,1.59373
2.750,0.0000,0.0000,0.0000,86.2233,727.1755,1.56200
2.800,0.0000,0.0000,0.0000,360.0735,727.0289,1.55908
2.850,0.0000,0.0000,0.0000,396.1018,428.4321,1.55686
2.900,0.0000,0.0000,0.0000,77.4541,221.6334,1.52995
2.950,0.0000,0.0000,0.0000,147.9887,436.6043,1.50613
3.000,0.0000,0.0000,0.0000,457.1320,765.7089,1.44639
3.050,0.0000,0.0000,0.0000,250.1347,614.2934,1.34477
3.100,0.0000,0.0000,0.0000,137.6242,582.8613,1.29511
3.150,0.0000,0.0000,0.0000,300.4806,251.1925,1.30469
3.200,0.0000,0.0000,0.0000,197.2926,344.9702,1.34996
3.250,0.0000,0.0000,0.0000,342.8338,298.3843,1.44323
3.300,0.0000,0.0000,0.0000,833.5816,1053.4390,1.51760
3.350,0.0000,0.0000,0.0000,45.0039,367.2030,1.51220
3.400,0.0000,0.0000,0.0000,14.4345,558.1483,1.52893
3.450,0.0000,0.0000,0.0000,714.8804,596.3004,1.56976
3.500,0.0000,0.0000,0.0000,376.9278,586.7732,1.56380
3.550,0.0000,0.0000,0.0000,129.8896,591.4601,1.51282
3.600,0.0000,0.0000,0.0000,409.6040,443.5118,1.44650
3.650,0.0000,0.0000,0.0000,144.7723,142.3535,1.34436
3.700,0.0000,0.0000,0.0000,62.2401,297.0996,1.27147
3.750,0.0000,0.0000,0.0000,552.6601,790.7804,1.26362
3.800,0.0000,0.0000,0.0000,130.9160,244.7175,1.29471
3.850,0.0000,0.0000,0.0000,124.7195,428.5124,1.37275
3.900,0.0000,0.0000,0.0000,224.9499,704.8937,1.46043
3.950,0.0000,0.0000,0.0000,138.3296,626.3413,1.47962
4.000,0.0000,0.0000,0.0000,242.2767,323.5068,1.45214
4.050,0.0000,0.0000,0.0000,378.4444,976.0929,1.39833
4.100,0.0000,0.0000,0.0000,249.3268,767.0044,1.28574
4.150,0.0000,0.0000,0.0000,32.4771,528.8085,1.18395
4.200,0.0000,0.0000,0.0000,137.6040,648.2023,1.15141
4.250,0.0000,0.0000,0.0000,120.5918,0.0000,1.16326
4.300,0.0000,0.0000,0.0000,271.4080,119.6828,1.19939
4.350,0.0000,0.0000,0.0000,260.1845,633.7201,1.24457
4.400,0.0000,0.0000,0.0000,345.1826,534.4088,1.30367
4.450,0.0000,0.0000,0.0000,264.4323,566.2359,1.41033
4.500,0.0000,0.0000,0.0000,770.9095,1201.3436,1.50570
4.550,0.0000,0.0000,0.0000,134.3342,548.4722,1.53941
4.600,0.0000,0.0000,0.0000,344.6065,507.6283,1.58730
4.650,0.0000,0.0000,0.0000,404.8709,617.3710,1.62932
4.700,0.0000,0.0000,0.0000,444.2304,828.9530,1.63958
4.750,0.0000,0.0000,0.0000,167.4296,674.5848,1.63790
4.800,0.0000,0.0000,0.0000,348.1710,2.1158,1.64713
4.850,0.0000,0.0000,0.0000,261.2876,955.2602,1.67779
4.900,0.0000,0.0000,0.0000,94.2250,433.2521,1.76389
4.951,0.0000,0.0000,0.0000,535.9483,603.8979,1.84083
5.001,0.0000,0.0000,0.0000,109.8439,211.2692,1.88028
5.051,0.0000,0.0000,0.0000,120.5840,334.8446,1.93739
5.101,0.0000,0.0000,0.0000,473.9506,1131.1460,1.98258
5.151,0.0000,0.0000,0.0000,122.1088,119.4262,1.96261
5.201,0.0000,0.0000,0.0000,299.1387,673.9750,1.91999
5.251,0.0000,0.0000,0.0000,177.7418,626.5198,1.83658
5.301,0.0000,0.0000,0.0000,133.8563,588.0810,1.74249
5.351,0.0000,0.0000,0.0000,43.6154,514.1817,1.67189
5.401,0.0000,0.0000,0.0000,148.0572,481.6529,1.63305
5.451,0.0000,0.0000,0.0000,99.7992,712.1498,1.63630
5.501,0.0000,0.0000,0.0000,265.8722,979.5672,1.67059
5.551,0.0000,0.0000,0.0000,299.9594,541.9011,1.68908
5.601,0.0000,0.0000,0.0000,291.1096,119.4259,1.67565
5.651,0.0000,0.0000,0.0000,91.4853,720.5487,1.66538
5.701,0.0000,0.0000,0.0000,672.1252,2364.2422,1.63615
5.751,0.0000,0.0000,0.0000,185.8557,1004.4435,1.53575
5.801,0.0000,0.0000,0.0000,23.8204,539.5805,1.46539
5.851,0.0000,0.0000,0.0000,58.6546,681.8960,1.45649
5.901,0.0000,0.0000,0.0000,301.5069,380.0061,1.43630
5.951,0.0000,0.0000,0.0000,244.2852,404.9543,1.40963
6.001,0.0000,0.0000,0.0000,285.1615,497.4500,1.38442
6.051,0.0000,0.0000,0.0000,572.8333,1000.4415,1.35328
6.101,0.0000,0.0000,0.0000,60.5896,441.5845,1.31993
6.151,0.0000,0.0000,0.0000,690.9700,661.7653,1.36603
6.201,0.0000,0.0000,0.0000,614.0622,280.4302,1.47106
6.251,0.0000,0.0000,0.0000,50.4889,519.7885,1.61012
6.301,0.0000,0.0000,0.0000,334.6833,25.0869,1.79930
6.351,0.0000,0.0000,0.0000,936.7843,541.6015,1.99142
6.401,0.0000,0.0000,0.0000,306.2799,335.0412,2.04046
6.451,0.0000,0.0000,0.0000,111.4498,830.3210,2.03264
6.501,0.0000,0.0000,0.0000,174.8307,800.4485,1.99618
6.551,0.0000,0.0000,0.0000,250.0700,503.0606,1.90318
6.601,0.0000,0.0000,0.0000,217.8419,793.5836,1.80153
6.651,0.0000,0.0000,0.0000,77.9783,327.4973,1.69087
6.701,0.0000,0.0000,0.0000,33.7142,343.0524,1.61693
6.751,0.0000,0.0000,2.3102,448.4932,1678.2226,1.61266
6.801,0.0000,0.0000,0.0000,205.8473,626.3391,1.68513
