t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,-0.037520,-0.972076,0.972800,-0.049933,-1.287642,1.288610,85.4604,131.1525,20.5159,619.5541,9.3351,13.746898,5.7573,0
1.0000,-0.045116,-0.966644,0.967696,-0.062259,-1.278864,1.280379,93.7144,130.3305,7.5774,626.8935,7.2904,13.760265,5.7741,0
1.5000,-0.043995,-0.973958,0.974951,-0.058841,-1.291586,1.292926,88.5015,130.5005,94.9350,620.1267,8.8806,13.762424,5.7768,0
2.0000,-0.040513,-0.975422,0.976263,-0.053749,-1.293775,1.294891,84.7858,131.2596,71.6139,618.4899,8.9776,13.747706,5.7583,0
2.5000,-0.044412,-0.969749,0.970766,-0.060185,-1.282920,1.284331,88.1261,130.7558,1.1503,622.6064,7.7962,13.750926,5.7623,0
3.0000,-0.051700,-0.969783,0.971160,-0.069504,-1.285240,1.287118,95.6512,130.1013,57.4600,626.1574,9.0583,13.766992,5.7826,0
3.5000,-0.045474,-0.976805,0.977863,-0.060607,-1.295757,1.297173,82.5645,131.0129,89.4060,617.8708,8.9339,13.753717,5.7659,0
4.0000,-0.045542,-0.974284,0.975348,-0.060516,-1.290711,1.292129,85.3960,131.0914,24.1368,619.4353,9.2785,13.746890,5.7573,0
4.4999,-0.053062,-0.968348,0.969801,-0.072840,-1.280897,1.282966,93.4810,130.2633,4.3076,626.9026,7.1887,13.759831,5.7735,0
4.9999,-0.052793,-0.975346,0.976774,-0.070548,-1.293351,1.295274,89.8780,130.3441,95.5249,620.7104,8.8693,13.763933,5.7787,0
5.5000,-0.048770,-0.977263,0.978479,-0.064732,-1.296284,1.297899,84.4927,131.1884,75.7717,618.4126,8.9828,13.748207,5.7589,0
6.0000,-0.052396,-0.971576,0.972988,-0.070668,-1.285373,1.287314,87.8018,130.7149,1.2268,622.3502,7.8639,13.750541,5.7619,0
6.5000,-0.060270,-0.970775,0.972644,-0.081179,-1.286270,1.288829,95.2923,130.0118,47.7288,626.4131,8.7061,13.767645,5.7834,0
7.0000,-0.054024,-0.978255,0.979746,-0.071980,-1.297646,1.299641,82.6040,130.9023,89.5074,617.9363,8.9157,13.754691,5.7671,0
7.5000,-0.053729,-0.975933,0.977411,-0.071331,-1.293030,1.294996,85.3420,131.0501,27.5376,619.3344,9.2291,13.746895,5.7573,0
8.0000,-0.061107,-0.969619,0.971542,-0.083507,-1.282416,1.285131,93.2110,130.2226,1.9320,626.8162,7.1296,13.759303,5.7729,0
8.5000,-0.061632,-0.976248,0.978191,-0.082303,-1.294480,1.297094,91.1041,130.2236,95.7458,621.2889,8.8643,13.765126,5.7802,0
9.0000,-0.057142,-0.978611,0.980278,-0.075868,-1.298127,1.300342,84.2030,131.1342,79.2320,618.3422,8.9879,13.748689,5.7595,0
