t,z_gap,hub_lat,bear_perp,tilt_deg,F_thrust,F_bridle,F_trpt,F_grav,F_pred,F_meas,cone_total,topbay
0.0000,5.901042,0.002541,0.000004,0.0000,1389.125,121.706,1584.178,14.585,-87.932,-0.184,141.986,1720.437
0.0100,5.901034,0.003243,0.000132,0.0008,1390.327,120.458,1620.382,14.585,-124.182,-28.932,140.531,1752.216
0.0200,5.901067,0.005266,0.000388,0.0022,1391.663,125.812,1605.476,14.585,-102.586,-6.106,146.777,1728.192
0.0300,5.901001,0.008589,0.000687,0.0039,1393.360,115.138,1531.342,14.585,-37.429,49.958,134.326,1647.854
0.0400,5.900931,0.013344,0.001033,0.0059,1395.481,103.924,1532.723,14.585,-47.903,40.214,121.246,1654.492
0.0500,5.901002,0.019663,0.001384,0.0079,1397.437,120.095,1646.884,14.585,-143.937,-49.495,140.114,1782.595
0.0600,5.901132,0.027347,0.001655,0.0095,1398.968,140.432,1694.430,14.585,-169.615,-75.471,163.843,1832.160
0.0700,5.901090,0.036094,0.001885,0.0108,1400.870,139.780,1560.210,14.585,-34.145,38.521,163.085,1682.833
0.0800,5.900944,0.045744,0.002087,0.0120,1403.422,125.293,1505.208,14.585,8.921,77.280,146.187,1622.809
0.0900,5.900946,0.056189,0.002278,0.0131,1405.921,124.222,1624.544,14.585,-108.986,-18.780,144.942,1751.902
0.1000,5.901077,0.067520,0.002499,0.0143,1408.014,136.770,1678.385,14.585,-148.185,-59.766,159.585,1812.454
0.1100,5.901114,0.079830,0.002739,0.0157,1410.139,137.570,1600.694,14.585,-67.570,6.136,160.524,1730.046
0.1200,5.901033,0.093174,0.002986,0.0171,1412.676,135.715,1577.689,14.585,-43.883,29.536,158.365,1704.234
0.1299,5.900997,0.107465,0.003193,0.0183,1415.373,143.019,1619.541,14.585,-75.733,0.452,166.889,1747.977
0.1399,5.901045,0.122463,0.003354,0.0192,1417.909,161.556,1638.500,14.585,-73.620,-11.954,188.515,1767.287
0.1499,5.901070,0.138040,0.003498,0.0200,1420.502,176.269,1612.352,14.585,-30.167,6.100,205.679,1739.385
0.1599,5.901047,0.154100,0.003614,0.0207,1423.258,184.558,1614.922,14.585,-21.691,1.212,215.349,1743.085
0.1699,5.901065,0.170603,0.003741,0.0214,1425.924,196.484,1647.226,14.585,-39.403,-12.352,229.261,1779.757
0.1799,5.901087,0.187652,0.003904,0.0224,1428.541,208.034,1644.665,14.585,-22.675,-1.282,242.737,1777.280
0.1899,5.901068,0.205365,0.004080,0.0234,1431.349,214.075,1624.480,14.585,6.359,11.474,249.785,1753.034
0.1999,5.901053,0.223711,0.004228,0.0242,1434.298,217.982,1629.122,14.585,8.573,5.159,254.345,1756.358
0.2099,5.901077,0.242518,0.004348,0.0249,1437.187,223.067,1653.184,14.585,-7.514,-10.318,260.281,1782.601
0.2199,5.901107,0.261628,0.004435,0.0254,1439.992,225.304,1656.791,14.585,-6.080,-4.313,262.895,1790.094
0.2299,5.901100,0.280862,0.004481,0.0257,1442.856,219.674,1650.300,14.585,-2.355,4.548,256.331,1784.596
0.2399,5.901098,0.300271,0.004564,0.0262,1445.757,213.529,1664.132,14.585,-19.431,-5.035,249.168,1796.154
0.2499,5.901112,0.319980,0.004668,0.0267,1448.661,207.163,1662.300,14.585,-21.060,-0.986,241.751,1791.686
0.2599,5.901110,0.340020,0.004784,0.0274,1451.628,197.962,1649.029,14.585,-14.024,11.668,231.025,1778.332
0.2699,5.901105,0.360439,0.004885,0.0280,1454.662,198.802,1661.108,14.585,-22.228,4.665,232.012,1794.007
0.2799,5.901133,0.381013,0.004936,0.0283,1457.593,203.691,1698.032,14.585,-51.333,-19.313,237.719,1835.802
0.2899,5.901172,0.401587,0.004995,0.0286,1460.418,206.646,1697.030,14.585,-44.550,-11.440,241.169,1831.803
0.2999,5.901160,0.422203,0.005039,0.0289,1463.354,205.630,1665.093,14.585,-10.694,15.678,239.980,1795.546
0.3099,5.901121,0.442835,0.005050,0.0289,1466.444,215.828,1661.698,14.585,5.989,16.841,251.870,1792.291
0.3199,5.901137,0.463474,0.005086,0.0291,1469.447,230.304,1697.737,14.585,-12.571,-7.640,268.752,1832.909
0.3299,5.901194,0.484098,0.005156,0.0295,1472.268,248.116,1724.270,14.585,-18.470,-21.580,289.529,1862.852
0.3399,5.901217,0.504765,0.005237,0.0300,1475.092,260.324,1704.214,14.585,16.616,-0.393,303.767,1840.165
0.3499,5.901192,0.525540,0.005280,0.0303,1478.053,263.971,1685.947,14.585,41.492,16.360,308.019,1818.803
0.3599,5.901174,0.546248,0.005258,0.0301,1481.058,263.798,1701.145,14.585,29.127,4.547,307.815,1835.279
0.3699,5.901198,0.566692,0.005244,0.0300,1483.734,265.524,1722.760,14.585,11.913,-8.570,309.829,1859.432
0.3799,5.901234,0.586879,0.005265,0.0302,1486.332,266.777,1725.881,14.585,12.643,-6.985,311.294,1863.694
0.3898,5.901247,0.606933,0.005301,0.0304,1488.921,263.300,1724.954,14.585,12.683,-1.273,307.243,1862.446
0.3998,5.901242,0.626875,0.005307,0.0304,1491.525,254.557,1722.905,14.585,8.593,4.333,297.048,1859.510
0.4098,5.901241,0.646652,0.005302,0.0304,1494.127,243.649,1724.564,14.585,-1.373,5.222,284.330,1860.990
0.4198,5.901251,0.666220,0.005302,0.0304,1496.698,231.404,1733.721,14.585,-20.203,-0.421,270.053,1871.016
