t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
7.4003,0.063453,-0.993586,0.995610,0.253740,-1.266669,1.291834,35.3743,298.1665,0.0000,667.2441,2.8325,13.430914,5.3693,0
7.4503,-0.123757,-0.969435,0.977302,0.314690,-0.760037,0.822609,357.5008,170.6193,0.0000,366.0151,2.8075,13.953761,6.0211,0
7.5003,-0.305707,-1.015336,1.060360,-0.214407,-0.189197,0.285947,144.3835,144.8278,0.0000,434.4695,7.5611,14.041959,6.1360,0
7.5503,-0.443214,-1.141198,1.224243,-1.198941,-0.241103,1.222943,252.5015,272.4583,0.0000,383.0410,7.7251,13.835113,5.8688,0
7.6003,-0.522937,-1.290099,1.392056,-1.751332,-1.130973,2.084769,408.1361,308.0272,0.0000,361.2831,3.8783,13.310306,5.2260,0
7.6503,-0.571059,-1.402969,1.514738,-1.245467,-1.905668,2.276567,66.6203,236.6301,0.0000,951.0393,2.8885,13.987857,6.0654,0
7.7003,-0.606716,-1.477562,1.597277,-0.538180,-1.823205,1.900977,631.4120,107.8654,0.0000,778.5937,4.7201,13.375230,5.3028,0
7.7503,-0.639720,-1.509853,1.639786,-0.505403,-1.644959,1.720850,224.8962,118.6420,0.0000,614.9704,3.6796,13.217584,5.1175,0
7.8003,-0.652070,-1.547198,1.678993,-0.651694,-1.294938,1.449679,212.0234,207.4371,0.0000,737.0068,5.8334,12.961097,4.8253,0
7.8503,-0.594676,-1.546963,1.657327,-1.069906,-0.947346,1.429043,213.1939,255.5561,0.0000,397.3021,8.3853,13.410487,5.3449,0
7.9003,-0.533300,-1.466104,1.560086,-1.295266,-1.001841,1.637498,197.5528,271.2036,0.0000,552.7102,3.5737,13.240678,5.1444,0
7.9503,-0.561705,-1.320474,1.434979,-1.024085,-1.254008,1.619039,218.8524,271.5496,0.0000,307.1955,4.6278,12.664799,4.5019,0
8.0003,-0.710979,-1.180027,1.377662,-0.878184,-1.469982,1.712324,119.2834,219.6935,0.0000,250.4444,15.9481,12.547968,4.3785,0
8.0503,-0.910764,-1.129551,1.450992,-1.121945,-1.393220,1.788804,432.9533,131.5797,480.1259,241.3600,3.2971,14.052469,6.1498,0
