t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
40.5000,-0.277446,-0.917612,0.958639,-0.367584,-1.206763,1.261505,94.3149,154.4645,0.0000,598.8698,12.7557,13.643912,5.6289,0
41.0000,-0.277159,-0.913992,0.955090,-0.368541,-1.206140,1.261189,94.5674,154.4029,15.5545,600.6065,15.9778,13.642922,5.6276,0
41.5000,-0.278994,-0.909650,0.951473,-0.368810,-1.202945,1.258212,101.7626,153.8110,109.8447,602.0564,15.3869,13.643165,5.6279,0
42.0000,-0.279552,-0.914762,0.956524,-0.369154,-1.206765,1.261965,102.4260,153.7244,43.0685,600.9751,15.0863,13.650261,5.6367,0
42.5000,-0.277427,-0.917462,0.958490,-0.367977,-1.206329,1.261205,95.3577,154.4864,0.0000,598.6466,12.5235,13.644196,5.6292,0
43.0000,-0.277101,-0.913302,0.954413,-0.367507,-1.206703,1.261425,96.2882,154.3547,38.4798,600.8934,15.7282,13.643727,5.6286,0
43.5000,-0.279482,-0.909537,0.951508,-0.369462,-1.202715,1.258184,102.6867,153.7450,111.0047,600.4316,15.5404,13.644381,5.6294,0
44.0000,-0.279060,-0.915796,0.957369,-0.368373,-1.207327,1.262274,100.2236,153.8194,22.4447,599.8281,14.9006,13.648803,5.6349,0
44.4999,-0.277462,-0.917239,0.958286,-0.368457,-1.205912,1.260946,96.0292,154.4961,0.0000,598.6842,12.3348,13.644116,5.6291,0
44.9999,-0.277011,-0.912739,0.953849,-0.366862,-1.206680,1.261215,97.8409,154.2861,59.1951,600.8422,14.9133,13.642739,5.6274,0
45.5000,-0.279943,-0.909575,0.951680,-0.370095,-1.202681,1.258337,103.1252,153.6905,111.6379,602.4781,15.2756,13.645193,5.6304,0
46.0000,-0.278584,-0.916664,0.958062,-0.367684,-1.207709,1.262439,97.5564,153.9347,0.9036,597.4864,14.8407,13.647896,5.6338,0
46.5000,-0.277530,-0.916940,0.958019,-0.368990,-1.205547,1.260753,96.5230,154.4963,0.0000,599.0335,12.4652,13.642953,5.6277,0
47.0000,-0.276965,-0.912226,0.953344,-0.366536,-1.206306,1.260763,98.8092,154.2101,83.4668,598.6700,14.4055,13.641867,5.6263,0
47.5000,-0.280315,-0.909791,0.951996,-0.370631,-1.202866,1.258672,103.8816,153.6477,112.4375,602.9712,14.9350,13.645695,5.6311,0
48.0000,-0.278199,-0.917264,0.958524,-0.367214,-1.207881,1.262467,94.8310,154.0605,0.0000,598.9150,14.6553,13.646676,5.6323,0
48.5000,-0.277578,-0.916590,0.957699,-0.369471,-1.205283,1.260641,96.7993,154.4885,0.0000,597.6616,12.5494,13.641464,5.6258,0
49.0000,-0.277049,-0.911706,0.952871,-0.366486,-1.205761,1.260227,98.8140,154.1396,95.0293,599.1142,14.2604,13.642227,5.6268,0
49.4999,-0.280558,-0.910219,0.952476,-0.370996,-1.203277,1.259172,104.7531,153.6144,110.0356,602.2138,14.7815,13.647174,5.6329,0
