t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,0.042829,-1.433132,1.433772,0.212499,-1.917958,1.929694,0.0000,273.4939,0.0000,1197.6348,2.3248,14.928394,7.3730,0
1.0000,0.134094,-1.525381,1.531264,-0.308362,-1.313350,1.349065,142.4946,284.5052,0.0000,759.9154,2.4750,13.376614,5.3045,0
1.5000,-0.303064,-1.653586,1.681129,-1.159772,-1.868337,2.199035,711.0013,312.7574,0.0000,344.6738,4.1488,12.942801,4.8049,0
2.0000,-0.500183,-1.246554,1.343160,-1.218059,-1.778955,2.156003,59.8679,236.9920,0.0000,402.1815,3.9429,13.218040,5.1180,0
2.5000,-0.533982,-1.212944,1.325281,-0.563949,-1.529745,1.630386,116.2791,206.2717,0.0000,658.6911,6.5303,14.653475,6.9731,0
2.9999,-0.172413,-1.390308,1.400958,0.322950,-1.407713,1.444283,292.1792,221.1114,0.0000,680.0169,9.2279,14.843658,7.2481,0
3.4999,0.029362,-1.882736,1.882965,-0.069854,-1.704073,1.705504,443.3114,212.8032,0.0000,766.4073,4.6789,14.359728,6.5621,0
3.9999,-0.187880,-1.441854,1.454044,-0.093131,-1.648169,1.650798,84.6286,210.0101,0.0000,1290.3341,4.0191,15.202672,7.7869,0
4.4999,0.070151,-1.109529,1.111744,0.026056,-1.671587,1.671790,130.6407,144.6153,0.0000,882.3770,1.7672,13.068477,4.9463,0
4.9999,-0.000585,-0.772497,0.772497,0.473639,-0.591165,0.757503,312.8306,231.4102,0.0000,706.1958,3.0961,13.797616,5.8212,0
5.5000,-0.064626,-1.395489,1.396984,0.048031,-1.275912,1.276816,418.5022,157.7874,0.0000,684.8362,3.8627,14.435975,6.6672,0
6.0000,-0.040169,-1.795222,1.795672,0.095417,-2.232339,2.234377,301.0404,105.0153,0.0000,1299.7960,5.6640,14.173158,6.3096,0
6.5000,0.227261,-1.387088,1.405582,0.414268,-1.684124,1.734327,280.0407,112.1384,0.0000,546.6085,4.4773,12.467172,4.2944,0
7.0000,0.240110,-1.528130,1.546879,0.604053,-1.496914,1.614197,281.3787,128.3264,0.0000,1236.5784,4.6816,13.885201,5.9328,0
7.5000,-0.304683,-1.014816,1.059567,-0.209242,-0.191305,0.283514,144.9880,144.4276,0.0000,427.7140,6.2483,14.048148,6.1441,0
8.0000,-0.709655,-1.180856,1.377691,-0.876595,-1.469908,1.711446,123.5044,220.1668,0.0000,260.3228,19.3203,12.564019,4.3953,0
8.4999,-1.133937,-1.282493,1.711900,-1.529603,-1.497881,2.140872,133.3450,127.5644,0.0000,3.6728,10.0419,13.746412,5.7567,0
8.9999,-0.511905,-1.216224,1.319563,-0.593676,-1.413008,1.532659,85.5271,228.7325,0.0000,464.3083,11.4686,14.181491,6.3208,0
9.4999,0.400148,-1.562812,1.613226,0.413781,-1.489142,1.545561,223.2412,250.9312,0.0000,1024.9843,3.7495,12.870524,4.7249,0
9.9999,0.614781,-1.086339,1.248234,0.923766,-1.201080,1.515235,328.9339,145.1952,0.0000,735.9510,1.9093,13.860090,5.9007,0
10.5000,0.648856,-1.302853,1.455486,0.964731,-1.401062,1.701082,622.6089,182.2808,0.0000,838.7638,5.6286,14.350607,6.5496,0
11.0000,-0.185360,-1.149299,1.164151,-0.207407,-1.277287,1.294017,366.7659,127.5398,0.0000,537.3716,4.4461,13.537684,5.4984,0
11.5000,-0.757691,-1.332701,1.533032,-1.034063,-1.295389,1.657504,390.6770,111.5995,0.0000,646.8848,1.6714,15.719912,8.6090,0
12.0000,-0.683558,-0.725282,0.996637,-0.409370,-0.663184,0.779357,485.0391,93.3453,0.0000,623.2317,3.0782,13.425549,5.3629,0
12.5000,-0.286718,-1.294818,1.326183,0.053580,-0.882403,0.884028,357.2789,157.0337,0.0000,485.2964,9.9865,15.360929,8.0326,0
13.0000,0.756293,-1.852232,2.000685,0.948399,-1.887793,2.112634,18.0756,219.1480,0.0000,435.8900,4.3849,13.219698,5.1200,0
13.5000,1.018507,-1.246281,1.609526,1.655064,-1.442003,2.195133,272.7941,52.1553,0.0000,283.8055,4.2958,14.218132,6.3699,0
13.9999,0.870056,-1.310469,1.573000,0.777286,-1.232834,1.457413,284.2094,225.3257,0.0000,181.3978,3.0932,12.588603,4.4212,0
14.4999,-0.114851,-1.649576,1.653569,-0.036955,-1.408299,1.408784,49.4339,208.3630,0.0000,206.9248,3.9772,12.891488,4.7480,0
14.9999,-1.212795,-1.429876,1.874945,-1.624485,-0.928004,1.870866,358.9593,225.6663,0.0000,1160.9558,2.9835,14.252266,6.4159,0
15.5000,-1.518927,-1.291183,1.993563,-2.324119,-1.115982,2.578166,235.2383,277.5002,0.0000,570.7966,1.5865,13.349045,5.2717,0
16.0000,-0.817210,-1.074645,1.350072,-1.441994,-1.263136,1.916992,97.9606,311.6291,0.0000,510.1718,8.0224,13.808934,5.8356,0
16.5000,0.015509,-1.378335,1.378422,-0.391619,-1.835493,1.876805,25.2289,292.0071,0.0000,995.7024,3.6200,13.186753,5.0818,0
17.0000,0.424036,-1.040510,1.123596,0.594565,-1.286412,1.417168,122.8652,241.4866,0.0000,412.2671,7.9962,13.402792,5.3357,0
17.5000,0.419599,-1.414682,1.475598,0.608570,-1.662130,1.770037,271.8430,116.7976,0.0000,682.1549,5.7937,14.468436,6.7122,0
18.0000,0.160693,-1.677619,1.685298,-0.114300,-2.090709,2.093831,83.4456,267.4379,0.0000,547.9540,1.8771,14.697772,7.0365,0
18.5000,-1.052405,-1.177683,1.579397,-1.156722,-1.517734,1.908278,228.2406,119.3385,0.0000,588.9531,5.9967,14.057754,6.1567,0
18.9999,-1.090037,-1.552996,1.897360,-1.567213,-1.680456,2.297845,465.2544,262.2424,0.0000,1054.3637,8.4496,14.692211,7.0285,0
19.4999,-0.849953,-1.392081,1.631046,-0.896253,-1.236602,1.527237,50.1038,204.1111,0.0000,125.9951,7.8388,13.089654,4.9704,0
19.9999,-0.587756,-1.087289,1.235983,-0.725541,-1.057566,1.282519,589.0385,233.0316,0.0000,798.8586,5.9382,14.005416,6.0882,0
20.5000,-0.015013,-1.264969,1.265058,-0.072802,-1.771825,1.773320,83.7512,213.8588,0.0000,381.3608,9.3954,13.925505,5.9846,0
21.0000,0.029486,-1.309854,1.310186,0.263000,-1.418259,1.442438,306.6374,179.3873,0.0000,96.1302,9.8909,14.183209,6.3231,0
21.5000,-0.276399,-1.496335,1.521649,-0.113725,-0.980304,0.986878,171.6009,110.9989,0.0000,575.8032,8.9828,14.237628,6.3961,0
22.0000,-0.035759,-1.410728,1.411182,-0.227296,-1.252996,1.273445,173.3672,213.8261,0.0000,1163.6548,4.3669,12.539406,4.3695,0
22.5000,-0.463601,-1.242970,1.326612,-1.152668,-1.120949,1.607846,524.1662,139.6272,0.0000,437.2565,4.2782,14.209141,6.3578,0
23.0000,-0.316640,-1.307210,1.345013,-0.144650,-1.280616,1.288760,75.2094,163.2604,0.0000,412.7549,6.8919,13.389874,5.3203,0
23.5000,-0.234698,-1.107539,1.132133,-0.328165,0.094208,0.341419,228.3470,199.3108,0.0000,1130.3201,2.9390,14.600416,6.8976,0
24.0000,0.101288,-1.154248,1.158684,-0.070490,-1.133617,1.135807,220.4668,205.1885,0.0000,951.3657,3.3142,13.645028,5.6302,0
24.4999,0.360138,-1.196784,1.249797,-0.201264,-1.195240,1.212067,314.6467,74.9715,0.0000,644.3769,5.1086,13.200577,5.0978,0
24.9999,-0.304896,-1.402756,1.435509,-0.052613,-0.927423,0.928914,214.5867,172.4185,0.0000,372.8995,4.8307,13.820755,5.8506,0
25.5000,-0.595995,-1.481771,1.597140,-0.737236,-1.349322,1.537591,340.2339,165.7945,0.0000,576.6827,6.0354,12.792986,4.6400,0
26.0000,-0.747889,-1.537881,1.710093,-1.258891,-1.530313,1.981581,388.1784,192.3445,0.0000,1261.2742,2.1584,13.972887,6.0459,0
26.5000,-0.413542,-1.313108,1.376688,-0.895493,-1.538871,1.780459,298.8719,264.2003,0.0000,659.5715,5.2574,13.295806,5.2089,0
27.0000,0.177675,-1.507601,1.518035,0.226308,-1.683828,1.698968,101.5945,187.4525,0.0000,783.8170,3.5658,13.457057,5.4007,0
