t,hub_e1,hub_e2,hub_lat,bear_e1,bear_e2,bear_lat,T_cyan,T_back,T_bridle,T_topbay,fos_min,omega_gnd,P_gen_kW,broken
0.5000,-0.222359,-0.948934,0.974638,-0.294929,-1.258964,1.293048,89.6956,132.0085,93.6897,623.2254,9.8586,13.748633,5.7595,0
1.0000,-0.223402,-0.949253,0.975187,-0.296452,-1.258770,1.293208,92.7583,131.4827,100.2141,622.3787,9.5446,13.754146,5.7664,0
1.5000,-0.222190,-0.955574,0.981066,-0.294624,-1.263720,1.297610,85.0860,132.1544,3.9178,619.7908,7.5450,13.752901,5.7648,0
2.0000,-0.221508,-0.952445,0.977864,-0.294698,-1.262139,1.296087,81.9370,132.4656,21.9017,619.1245,10.0385,13.743685,5.7532,0
2.5000,-0.223064,-0.947542,0.973444,-0.295891,-1.256886,1.291245,91.1670,131.6402,98.5200,623.0921,9.6064,13.749632,5.7607,0
3.0000,-0.223230,-0.952401,0.978212,-0.295923,-1.262099,1.296327,88.3774,131.7281,62.6873,622.6134,9.5215,13.753705,5.7658,0
3.5000,-0.221321,-0.956187,0.981466,-0.294873,-1.262786,1.296757,82.6910,132.4421,0.0000,620.5303,6.5393,13.748961,5.7599,0
4.0000,-0.222190,-0.949343,0.974998,-0.294713,-1.259523,1.293543,88.7670,132.0872,90.5318,624.0914,9.7248,13.748194,5.7589,0
4.4999,-0.223449,-0.948801,0.974758,-0.296505,-1.258201,1.292666,93.1690,131.4763,100.9880,623.0428,9.6279,13.754431,5.7667,0
4.9999,-0.222292,-0.955252,0.980775,-0.294668,-1.263708,1.297609,85.6608,132.0922,9.0369,620.3392,7.7654,13.754000,5.7662,0
5.5000,-0.221403,-0.953116,0.978493,-0.294952,-1.262070,1.296077,81.4549,132.4902,9.6730,618.7496,9.2887,13.744730,5.7546,0
6.0000,-0.222947,-0.947620,0.973494,-0.295746,-1.257039,1.291361,90.9497,131.6872,98.1732,622.6639,9.5957,13.748715,5.7596,0
6.5000,-0.223299,-0.951848,0.977689,-0.296058,-1.261628,1.295900,88.8339,131.6737,68.9062,622.5312,9.5138,13.753089,5.7651,0
7.0000,-0.221481,-0.956314,0.981626,-0.294829,-1.263009,1.296964,83.0134,132.4084,0.0000,620.3889,6.5860,13.748844,5.7597,0
7.5000,-0.222025,-0.949775,0.975381,-0.294526,-1.260092,1.294055,87.7317,132.1637,85.9529,623.5468,9.5514,13.747131,5.7576,0
8.0000,-0.223478,-0.948402,0.974376,-0.296517,-1.257713,1.292194,93.3064,131.4819,101.0593,623.2493,9.7374,13.754383,5.7667,0
8.5000,-0.222416,-0.954890,0.980450,-0.294788,-1.263627,1.297557,86.2567,132.0300,19.3029,620.8396,8.0135,13.754715,5.7671,0
9.0000,-0.221299,-0.953799,0.979136,-0.295084,-1.262060,1.296098,81.4291,132.5041,0.7380,618.6754,8.5478,13.746041,5.7562,0
9.4999,-0.222842,-0.947770,0.973615,-0.295612,-1.257282,1.291566,90.7694,131.7405,97.7747,622.8284,9.6837,13.748474,5.7593,0
9.9999,-0.223326,-0.951292,0.977155,-0.296154,-1.261109,1.295417,89.3929,131.6213,74.1733,622.6431,9.4795,13.752806,5.7647,0
10.5000,-0.221659,-0.956326,0.981679,-0.294790,-1.263220,1.297161,83.3276,132.3688,0.0000,620.2431,6.7377,13.749024,5.7599,0
11.0000,-0.221881,-0.950230,0.975791,-0.294388,-1.260662,1.294578,86.6358,132.2376,79.2579,622.6348,9.4643,13.745512,5.7555,0
11.5000,-0.223470,-0.948065,0.974046,-0.296474,-1.257321,1.291802,93.1538,131.4983,100.8642,623.4525,9.8127,13.753728,5.7659,0
12.0000,-0.222571,-0.954480,0.980087,-0.294979,-1.263471,1.297448,86.8264,131.9681,29.1848,621.4512,8.3937,13.755014,5.7675,0
12.5000,-0.221212,-0.954441,0.979741,-0.295112,-1.262110,1.296153,81.5634,132.5081,0.0000,618.8147,7.8616,13.747281,5.7578,0
13.0000,-0.222745,-0.947977,0.973794,-0.295479,-1.257595,1.291841,90.6446,131.7976,97.2772,622.5740,9.8309,13.748716,5.7596,0
13.5000,-0.223331,-0.950762,0.976640,-0.296227,-1.260567,1.294905,90.1338,131.5741,84.2148,622.2730,9.4762,13.753047,5.7650,0
