t,z_gap,hub_lat,bear_perp,tilt_deg,F_thrust,F_bridle,F_trpt,F_grav,F_pred,F_meas,cone_total,topbay
0.0000,4.343212,0.001587,0.000502,0.0029,1451.253,281.712,1797.954,46.423,-111.411,7.733,328.655,1807.628
0.0100,4.343182,0.002000,0.000552,0.0032,1450.788,275.197,1957.732,46.423,-278.170,-154.063,321.055,1968.721
0.0200,4.343189,0.003239,0.000703,0.0040,1450.353,276.698,1568.871,46.423,111.757,220.905,322.807,1578.307
0.0300,4.343089,0.005291,0.000851,0.0049,1450.188,254.978,1820.373,46.423,-161.630,-36.202,297.471,1830.236
0.0400,4.343100,0.008205,0.001051,0.0060,1450.167,257.342,1503.281,46.423,157.805,263.959,300.230,1510.969
0.0500,4.343141,0.012048,0.001260,0.0072,1450.124,266.287,2088.698,46.423,-418.711,-274.986,310.667,2100.562
0.0600,4.343192,0.016844,0.001500,0.0086,1450.071,277.537,1687.961,46.423,-6.777,105.740,323.794,1697.805
0.0700,4.343222,0.022549,0.001708,0.0098,1449.948,283.878,2113.899,46.423,-426.496,-293.579,331.195,2124.936
0.0800,4.343140,0.029229,0.001948,0.0112,1450.265,266.241,1523.770,46.423,146.312,240.360,310.625,1531.626
0.0900,4.343161,0.036949,0.002179,0.0125,1450.545,270.703,1794.673,46.423,-119.848,10.731,315.835,1805.252
0.1000,4.343091,0.045617,0.002392,0.0137,1451.156,255.611,1686.281,46.423,-25.937,94.829,298.235,1696.358
0.1100,4.343197,0.055132,0.002616,0.0150,1451.499,278.688,1794.544,46.423,-110.780,12.467,325.161,1803.960
0.1200,4.343161,0.065520,0.002839,0.0163,1452.136,270.697,1942.732,46.423,-266.322,-146.354,315.846,1952.343
0.1300,4.343247,0.076762,0.003078,0.0176,1452.592,289.535,1780.269,46.423,-84.565,34.911,337.828,1790.495
0.1400,4.343179,0.088729,0.003248,0.0186,1453.313,274.748,1928.717,46.423,-247.080,-119.197,320.583,1940.026
0.1500,4.343186,0.101346,0.003437,0.0197,1454.077,276.416,1591.375,46.423,92.695,197.711,322.535,1599.555
0.1600,4.343146,0.114640,0.003606,0.0207,1455.014,267.638,1860.196,46.423,-183.967,-58.535,312.301,1870.079
0.1699,4.343178,0.128603,0.003808,0.0218,1455.953,274.724,1686.371,46.423,-2.116,116.282,320.576,1696.064
0.1799,4.343225,0.143161,0.003992,0.0229,1456.818,284.863,1979.843,46.423,-284.585,-152.815,332.410,1990.685
0.1899,4.343235,0.158339,0.004213,0.0241,1457.787,292.143,1796.446,46.423,-92.939,13.753,340.910,1805.699
0.1999,4.343243,0.174230,0.004423,0.0253,1458.768,301.088,1869.658,46.423,-156.225,-46.185,351.349,1879.851
0.2099,4.343198,0.190797,0.004618,0.0265,1459.977,299.766,1733.926,46.423,-20.606,75.282,349.812,1743.724
0.2199,4.343215,0.208058,0.004829,0.0277,1461.185,305.504,1778.723,46.423,-58.457,40.322,356.513,1788.493
0.2299,4.343207,0.226096,0.005066,0.0290,1462.519,305.678,1828.299,46.423,-106.525,-10.567,356.727,1838.040
0.2399,4.343256,0.244861,0.005308,0.0304,1463.795,311.154,1830.853,46.423,-102.327,-0.086,363.131,1840.771
0.2499,4.343267,0.264284,0.005538,0.0317,1465.152,307.921,1924.106,46.423,-197.457,-87.527,359.376,1934.487
0.2599,4.343290,0.284397,0.005793,0.0332,1466.542,303.740,1796.845,46.423,-72.986,38.821,354.518,1806.542
0.2699,4.343264,0.305156,0.005990,0.0343,1468.064,293.731,1840.295,46.423,-124.922,-3.942,342.856,1850.399
0.2799,4.343258,0.326437,0.006178,0.0354,1469.662,292.437,1762.984,46.423,-47.309,70.093,341.359,1772.504
0.2899,4.343274,0.348228,0.006377,0.0365,1471.281,296.051,1866.776,46.423,-145.867,-22.915,345.587,1876.627
