t,bridle_l1,bridle_l2,bridle_l3,cyan,topbay,hub_lat
2.450,1.0686,67.1232,31.8252,146.4524,624.4790,1.10694
2.500,55.7562,76.6814,31.5366,149.7255,625.8471,1.10797
2.550,30.6791,17.5243,0.0000,144.2425,621.1005,1.11482
2.600,58.4707,23.8805,0.0000,147.8638,624.7224,1.11229
2.650,71.8025,34.4231,56.6617,148.8627,626.7905,1.10752
2.700,24.4567,0.0000,34.5229,142.0436,620.5032,1.11066
2.750,20.7385,0.0000,54.1282,146.2376,623.6749,1.10770
2.800,33.7115,54.9550,73.3001,148.0361,625.6165,1.10427
2.850,0.0000,42.1617,36.1463,143.2141,622.2723,1.10916
2.900,0.0000,44.5661,9.2230,146.4548,622.8654,1.10873
2.950,53.4134,73.7265,34.3019,147.6497,624.1531,1.10676
3.000,38.0924,34.7054,0.0000,144.6061,623.6590,1.11178
3.050,36.0407,1.4309,0.0000,147.4633,623.0739,1.10998
3.100,71.7596,35.7540,52.9333,146.7440,623.2918,1.10593
3.150,43.2554,0.0000,43.0404,145.0142,623.2010,1.10952
3.200,0.0000,0.0000,34.2970,147.3093,623.3568,1.10854
3.250,35.4731,51.6359,72.7739,146.2487,623.9321,1.10597
3.300,0.0000,43.6818,47.0045,146.4011,623.3004,1.11022
3.350,0.0000,29.4231,0.0000,147.2159,623.4925,1.10945
3.400,50.4990,71.8026,36.7199,145.4931,624.4428,1.10606
3.450,46.1913,53.5083,0.0000,147.3740,623.1891,1.10921
3.500,27.3454,0.0000,0.0000,147.0143,623.4160,1.10882
3.550,71.9811,37.1423,49.2765,145.1240,623.5783,1.10578
3.600,60.2537,0.0000,49.7966,148.6781,624.2988,1.10859
3.650,0.0000,0.0000,26.6921,146.6522,623.1407,1.10913
3.700,37.5366,48.2744,72.2233,145.0295,622.2507,1.10663
3.750,0.0000,50.4171,63.2578,149.5644,625.4281,1.10898
3.800,0.0000,25.5353,0.0000,146.4268,623.0010,1.10945
3.850,47.1340,71.6422,38.6889,144.8028,621.3069,1.10626
3.900,52.8082,68.9070,3.0368,149.9367,624.9052,1.10749
3.950,26.4065,0.0000,0.0000,146.0244,623.0794,1.10875
4.000,72.4696,39.1989,45.5750,145.2433,621.6281,1.10621
4.050,73.0482,13.1614,55.1968,150.7044,624.2503,1.10709
4.100,0.0000,0.0000,26.3376,145.3102,623.4461,1.10933
4.150,39.6936,44.0211,72.9361,145.6742,623.1078,1.10705
4.200,18.0976,56.1713,74.9128,151.3717,624.0494,1.10721
4.250,0.0000,26.7108,0.0000,144.7026,623.2703,1.10958
4.300,42.1197,72.5521,40.4266,145.5802,623.8976,1.10696
4.350,56.8561,76.9017,24.4411,151.2898,624.1284,1.10620
4.400,28.5842,4.3985,0.0000,144.3126,622.5048,1.10910
4.450,72.7175,40.6157,39.0300,146.0314,623.2382,1.10680
4.500,77.6370,28.4854,57.2410,151.0698,624.5870,1.10561
4.550,8.6236,0.0000,30.3055,143.7909,622.1970,1.10930
4.600,40.2698,35.4149,72.8727,146.8702,622.4571,1.10735
4.650,29.9151,57.4126,77.1072,150.8190,624.9781,1.10583
4.700,0.0000,30.4873,10.6685,142.9834,622.2833,1.10980
4.750,31.4058,71.9441,39.9858,147.1273,622.9054,1.10758
4.800,57.0021,76.5693,31.0335,150.5078,624.3381,1.10536
4.850,32.3922,15.3576,0.0000,142.4794,622.4661,1.10946
4.900,69.9942,38.3313,24.0051,146.9825,624.0148,1.10728
4.950,75.7227,32.0014,56.2877,149.9108,623.7603,1.10473
5.000,20.9430,0.0000,35.2451,142.1566,622.0997,1.10924
5.050,34.6570,11.9756,67.2296,146.7823,625.3399,1.10751
5.100,32.6301,56.0170,74.6894,149.2104,624.5407,1.10511
5.150,0.0000,35.2444,22.7185,141.9946,621.1111,1.10987
5.200,0.0000,63.8164,30.8597,146.6684,625.0678,1.10796
5.250,55.5409,73.9017,33.2479,148.6186,625.4127,1.10511
5.300,36.5459,26.6336,0.0000,142.0799,620.5430,1.10974
5.350,57.3545,24.1119,0.0000,145.7386,623.3358,1.10779
5.400,73.2322,33.9918,54.4879,147.7402,625.4163,1.10459
5.450,32.9162,0.0000,39.6168,142.6216,621.3025,1.10920
5.500,12.3348,0.0000,46.7039,145.7533,622.9038,1.10786
5.550,34.4521,53.5424,72.8651,147.0306,624.4848,1.10500
5.600,0.0000,40.2851,36.1664,143.5665,622.4693,1.10966
5.650,0.0000,40.0922,5.2845,146.5365,622.7889,1.10841
5.700,52.7920,72.5003,34.9993,146.5869,623.3567,1.10537
5.750,41.2079,40.1631,0.0000,144.2946,622.8103,1.10969
5.800,34.2523,0.0000,0.0000,146.7007,622.9530,1.10841
5.850,72.1965,35.8234,51.6630,146.0385,623.1101,1.10502
5.900,47.2188,0.0000,44.2632,145.3798,622.8688,1.10889
5.950,0.0000,0.0000,29.6773,146.6586,623.1380,1.10828
6.000,36.3337,50.4503,72.2584,145.4910,623.9430,1.10530
6.050,0.0000,46.6501,52.9788,147.0407,623.1216,1.10885
6.100,0.0000,27.8992,0.0000,146.6482,623.0783,1.10872
6.150,49.4442,71.9792,36.8432,144.9506,623.4579,1.10589
6.200,48.1768,57.6032,0.0000,148.1421,623.7641,1.10888
6.250,26.3574,0.0000,0.0000,146.5041,622.7765,1.10890
6.300,71.6530,37.7153,48.3011,144.6328,622.1798,1.10578
6.350,63.6847,0.0000,50.6845,148.8902,624.6553,1.10795
6.400,0.0000,0.0000,25.6639,146.1665,622.5909,1.10867
6.450,38.4006,47.0200,72.0726,144.8489,621.3069,1.10588
6.500,3.2923,53.2430,68.8329,149.8421,624.7705,1.10745
6.550,0.0000,25.9595,0.0000,145.7013,622.7609,1.10898
6.600,45.7164,72.5131,39.0343,145.1924,621.3797,1.10652
6.650,54.7090,72.0732,10.6619,150.6626,624.0643,1.10744
6.701,26.0293,0.0000,0.0000,145.1994,623.2230,1.10933
6.751,72.4142,39.8599,44.1421,145.2661,622.5641,1.10668
6.801,75.0734,18.7247,55.9562,150.9944,623.7048,1.10667
6.851,0.7879,0.0000,27.1686,144.6825,623.1015,1.10908
6.901,40.3180,41.7802,72.6045,145.5027,623.8624,1.10662
6.951,25.1207,57.0043,76.9943,151.1157,623.9535,1.10598
7.001,0.0000,28.7749,4.7757,144.1626,622.3140,1.10918
7.051,38.8977,72.9874,40.3870,146.1768,622.9515,1.10710
7.101,57.4337,77.3706,28.0654,151.0907,624.5805,1.10603
7.151,29.3561,7.4069,0.0000,143.5300,622.0204,1.10964
7.201,72.5938,40.4992,35.6759,146.6724,622.2795,1.10740
7.251,77.1786,30.0379,57.2453,150.7737,624.8589,1.10561
7.301,11.7789,0.0000,31.0645,142.9842,622.1886,1.10946
7.351,39.8022,30.4971,71.5521,146.9159,622.8228,1.10724
7.401,31.2161,56.6828,76.4548,150.2561,624.0967,1.10501
7.451,0.0000,33.5305,16.9616,142.4822,622.3076,1.10930
7.501,22.5726,69.8718,37.6313,147.0081,624.2397,1.10743
7.551,56.4372,75.4828,31.9498,149.7774,623.6803,1.10516
7.601,34.0932,19.5393,0.0000,142.0074,621.8510,1.10976
7.651,67.2325,34.8333,12.0921,146.8877,625.3494,1.10780
7.701,74.6366,32.6844,56.0565,149.2656,624.5439,1.10512
7.751,23.3335,0.0000,35.3903,141.8697,621.0317,1.10972
7.801,30.1551,0.0000,62.7907,146.3368,624.7166,1.10771
7.851,33.4446,55.2103,73.8181,148.4029,625.3368,1.10471
7.901,0.0000,38.0521,28.8730,142.1953,620.5631,1.10937
7.951,0.0000,55.5239,21.7445,145.4654,623.0247,1.10778
8.001,54.3615,73.1724,33.9679,147.5462,625.2493,1.10493
8.051,38.9727,32.2813,0.0000,142.8360,621.5154,1.10968
8.101,46.4943,11.9514,0.0000,146.0435,622.8902,1.10822
8.151,72.7246,34.4909,53.5752,146.9993,624.3850,1.10521
8.201,36.1491,0.0000,39.9274,143.4471,622.4414,1.10974
8.251,4.4564,0.0000,38.9293,146.4379,622.7017,1.10830
8.301,35.2356,52.5306,72.4150,146.4883,623.1768,1.10500
8.351,0.0000,42.4640,42.3514,144.3784,622.8359,1.10920
8.401,0.0000,32.9174,0.0000,146.6195,622.8794,1.10826
8.451,51.4212,72.3856,35.8346,145.9835,623.2570,1.10519
8.501,44.5910,47.9126,0.0000,145.8675,622.9508,1.10913
8.551,29.7908,0.0000,0.0000,146.7479,623.2094,1.10860
8.601,72.1091,36.3584,50.3954,145.3478,623.9689,1.10565
8.651,52.9190,0.0000,46.2811,147.1209,623.0912,1.10910
8.701,0.0000,0.0000,27.4739,146.6539,623.0106,1.10877
8.751,37.1025,49.2390,71.7474,144.8173,623.2867,1.10564
8.801,0.0000,48.8468,59.1745,148.1312,623.7906,1.10840
8.851,0.0000,26.0233,0.0000,146.3951,622.7062,1.10866
8.901,48.0329,71.9157,37.7671,144.7423,621.9979,1.10576
8.951,51.4495,64.8244,0.0000,149.1826,624.8629,1.10791
9.001,25.8112,0.0000,0.0000,146.0557,622.5887,1.10889
9.051,72.2051,38.4370,46.8683,144.9314,621.1955,1.10626
9.101,68.9234,3.1527,53.1897,150.0445,624.6625,1.10776
9.151,0.0000,0.0000,25.7442,145.6670,622.8612,1.10917
9.201,39.2951,45.5278,72.2514,145.0845,621.3692,1.10645
9.251,12.5192,54.8433,72.7720,150.6023,623.9021,1.10709
9.301,0.0000,26.3796,0.0000,145.1444,623.2544,1.10906
9.351,43.6782,72.5132,39.9276,145.3098,622.9906,1.10651
9.401,56.3644,75.6685,20.5871,151.0190,623.7225,1.10644
9.451,27.5536,1.5875,0.0000,144.5676,622.9652,1.10916
9.501,72.8790,40.2387,41.3283,145.7173,623.8652,1.10691
9.551,76.9807,25.2694,57.1668,151.2370,624.0802,1.10629
9.601,4.4530,0.0000,28.3439,144.0058,622.1826,1.10949
9.651,40.5590,38.6174,72.7827,146.1714,622.7982,1.10720
9.701,28.4981,57.3309,77.4342,151.0560,624.6291,1.10586
9.751,0.0000,29.8787,8.5256,143.4910,622.0221,1.10941
9.801,34.7345,72.3630,40.4418,146.6556,622.2732,1.10717
9.851,57.0537,77.0993,30.4080,150.5960,624.7491,1.10531
9.901,31.9843,13.2924,0.0000,142.9409,622.2300,1.10934
9.951,71.4848,39.3305,29.1539,147.0503,623.1145,1.10736
10.001,76.2248,31.2669,56.7777,150.1899,623.9170,1.10527
10.051,16.4443,0.0000,32.9358,142.3125,622.2238,1.10966
10.101,37.4930,21.6749,69.6214,147.0757,624.4703,1.10765
10.151,32.0749,56.4387,75.3783,149.7970,623.7702,1.10516
10.201,0.0000,34.2712,20.2345,141.9272,621.7932,1.10966
10.251,9.4420,66.3872,34.1981,146.6846,625.3158,1.10762
10.301,55.7889,74.5116,32.8904,149.0744,624.7109,1.10481
10.351,36.5767,25.2091,0.0000,141.9608,620.8955,1.10945
10.401,61.6287,28.5499,0.0000,146.1848,624.3312,1.10769
10.451,73.6738,33.4915,55.0837,148.1923,625.3675,1.10491
10.501,28.7440,0.0000,37.7351,142.3440,620.6591,1.10967
10.551,20.5301,0.0000,54.5136,145.5798,623.0192,1.10803
10.601,34.0297,54.3316,73.0589,147.5017,625.2288,1.10508
10.651,0.0000,38.7983,32.5285,142.8216,621.6334,1.10974
10.701,0.0000,44.9998,10.6564,146.0355,622.8154,1.10815
10.751,53.3374,72.6430,34.6863,146.8961,624.1660,1.10495
10.801,40.9323,37.9911,0.0000,143.5589,622.5645,1.10939
10.851,37.3336,2.8218,0.0000,146.4279,622.6708,1.10819
10.901,72.5071,35.3039,52.3045,146.4159,623.0229,1.10509
10.951,43.1418,0.0000,42.7623,144.7763,622.9057,1.10933
11.001,0.0000,0.0000,32.6298,146.7401,623.0160,1.10847
11.051,35.8849,51.3256,72.2894,145.8639,623.4188,1.10543
11.101,0.0000,44.4388,48.1930,146.0191,622.9094,1.10928
11.151,0.0000,29.2843,0.0000,146.7475,623.2150,1.10863
11.201,50.1844,71.9426,36.5655,145.2168,623.9464,1.10548
11.251,46.9345,54.4169,0.0000,147.2085,623.1053,1.10875
11.301,26.9700,0.0000,0.0000,146.5709,622.9390,1.10860
11.351,71.8922,37.1803,48.9838,144.8330,623.0130,1.10561
11.401,60.3913,0.0000,49.5456,148.4319,624.0845,1.10833
11.451,0.0000,0.0000,26.0839,146.3286,622.7001,1.10879
11.501,37.8267,47.8754,71.9889,144.7711,621.8102,1.10602
11.551,0.0000,51.5111,65.1847,149.3680,624.9429,1.10810
11.601,0.0000,25.6856,0.0000,146.0388,622.6045,1.10902
11.651,46.6771,72.0496,38.6591,144.8769,621.1005,1.10622
11.701,53.4335,69.7403,5.1441,150.0587,624.5129,1.10750
11.751,25.8788,0.0000,0.0000,145.5979,622.9271,1.10899
11.801,72.3487,39.4076,45.1909,145.1428,621.6461,1.10634
11.851,73.5335,14.6002,55.3153,150.6950,623.8162,1.10688
11.901,0.0000,0.0000,26.6503,145.0181,623.2608,1.10910
11.951,39.9266,43.3091,72.7140,145.4407,623.3177,1.10671
12.001,21.1039,56.5421,75.8412,151.1555,623.8172,1.10661
12.051,0.0000,27.3936,1.6269,144.4465,622.8132,1.10935
12.101,41.0124,72.7578,40.3804,145.7246,623.7759,1.10699
12.151,57.1491,77.1387,25.9231,151.2147,624.1287,1.10615
12.201,28.7198,5.3384,0.0000,143.9507,622.1134,1.10935
12.251,72.6834,40.5904,37.9386,146.2134,622.5668,1.10706
12.301,77.4630,29.0855,57.2702,150.9269,624.7115,1.10562
12.351,9.7402,0.0000,30.5426,143.4263,622.0569,1.10934
12.401,40.2101,33.8085,72.3923,146.8230,622.3960,1.10726
12.451,30.5191,57.1046,76.9192,150.5378,624.6404,1.10545
12.501,0.0000,31.7345,13.2557,142.7742,622.2333,1.10957
12.551,28.3527,71.2736,39.2118,147.1077,623.2998,1.10751
12.601,56.7536,76.1096,31.4027,150.1868,623.8376,1.10526
12.651,33.1202,17.1011,0.0000,142.2193,622.2280,1.10960
12.701,69.0375,37.0766,19.8991,146.9490,624.6309,1.10753
12.751,75.2507,32.2703,56.2406,149.6560,623.8578,1.10493
12.801,21.7086,0.0000,35.1517,141.9481,621.6729,1.10948
12.851,33.1378,5.9521,65.6288,146.5936,625.2773,1.10760
12.901,32.9729,55.6937,74.3311,148.8842,624.9168,1.10492
12.951,0.0000,36.4706,25.3480,142.0237,620.7278,1.10964
13.001,0.0000,60.9140,27.6553,146.2072,624.1088,1.10786
13.051,55.0354,73.5489,33.5656,148.1178,625.4141,1.10500
13.101,37.6848,29.1054,0.0000,142.3545,620.7352,1.10971
13.151,52.7979,18.8803,0.0000,145.5426,622.9783,1.10800
13.201,72.9682,34.1850,54.1222,147.3815,625.1122,1.10490
13.251,34.0109,0.0000,39.5755,142.9180,621.8367,1.10950
13.301,8.7295,0.0000,43.1774,146.0720,622.7505,1.10809
13.351,34.7710,53.1311,72.6544,146.7978,623.8558,1.10500
13.401,0.0000,41.1752,38.7306,143.8400,622.6926,1.10947
13.451,0.0000,36.6372,2.0139,146.5692,622.7424,1.10833
13.501,52.1965,72.4469,35.3741,146.3314,623.0133,1.10526
13.551,42.7266,43.5774,0.0000,144.9366,622.8743,1.10943
13.601,31.9778,0.0000,0.0000,146.7526,623.0922,1.10850
13.651,72.1742,36.0545,51.1262,145.7422,623.5225,1.10533
13.701,49.5513,0.0000,45.0275,146.1561,622.8937,1.10904
13.751,0.0000,0.0000,28.6192,146.6887,623.1696,1.10853
13.801,36.6517,49.9390,72.0024,145.1543,623.9208,1.10546
13.851,0.0000,47.5499,55.6215,147.5155,623.2517,1.10868
13.901,0.0000,26.8761,0.0000,146.5363,622.9026,1.10869
13.951,48.8213,71.9118,37.2465,144.8022,622.7612,1.10580
14.001,49.7008,60.9543,0.0000,148.6214,624.3153,1.10843
14.051,25.9513,0.0000,0.0000,146.3145,622.6644,1.10888
14.101,71.8869,38.0134,47.6900,144.7278,621.6489,1.10600
14.151,66.0838,0.0000,51.8198,149.4286,624.9105,1.10790
14.201,0.0000,0.0000,25.6701,145.9758,622.6234,1.10891
14.251,38.7909,46.4140,72.1352,144.9376,621.1042,1.10616
14.301,7.3320,53.9292,70.6240,150.1898,624.3696,1.10732
14.351,0.0000,26.0487,0.0000,145.4814,623.0000,1.10902
14.401,44.9012,72.5029,39.4657,145.2403,621.9349,1.10649
14.451,55.5401,73.8962,15.4922,150.8480,623.7886,1.10696
14.501,26.6131,0.0000,0.0000,144.9100,623.2559,1.10923
14.551,72.6486,40.0597,43.0069,145.4434,623.4656,1.10677
14.601,76.1345,22.0270,56.6174,151.1697,623.8404,1.10649
14.651,2.3368,0.0000,27.6598,144.3776,622.6891,1.10927
14.701,40.4496,40.4905,72.7209,145.7645,623.6442,1.10691
14.751,26.7845,57.2084,77.3132,151.1477,624.1941,1.10595
14.801,0.0000,29.2029,6.3235,143.8789,622.0615,1.10930
14.851,37.2613,72.7648,40.5067,146.3852,622.3995,1.10713
14.901,57.3176,77.3760,29.3434,150.8821,624.8130,1.10568
14.951,30.5048,9.9991,0.0000,143.2827,622.0860,1.10949
15.001,72.2608,40.1538,33.1424,146.9020,622.4887,1.10737
15.051,76.8103,30.6823,57.0638,150.5087,624.5325,1.10542
15.101,13.9030,0.0000,31.9355,142.6706,622.2695,1.10954
15.151,38.9701,27.1223,70.8942,147.0574,623.4744,1.10743
15.201,31.5887,56.6001,75.9795,150.0857,623.7384,1.10509
15.251,0.0000,33.7816,18.2996,142.1815,622.1832,1.10949
15.301,17.6877,68.5267,36.3868,146.8935,624.8712,1.10752
15.351,56.1741,75.0676,32.3826,149.5126,624.0070,1.10499
15.401,35.1849,22.0368,0.0000,141.9330,621.4854,1.10961
15.451,65.0634,32.4404,3.3197,146.6014,625.2386,1.10772
15.501,74.1861,33.0644,55.6425,148.7908,625.0829,1.10498
15.551,25.7911,0.0000,36.5144,142.0303,620.6179,1.10968
15.601,26.5718,0.0000,59.8290,146.0579,623.8225,1.10784
15.651,33.7022,54.8557,73.4378,147.9825,625.4074,1.10488
15.701,0.0000,38.3034,30.3272,142.4350,620.8848,1.10956
15.751,0.0000,50.6982,16.6087,145.6080,622.9475,1.10796
15.801,53.9318,72.9130,34.2735,147.2474,624.9338,1.10493
15.851,39.7952,34.7067,0.0000,143.1074,622.0549,1.10955
15.901,42.0476,7.4756,0.0000,146.2250,622.7379,1.10819
15.951,72.6018,34.8497,53.0114,146.7252,623.6441,1.10512
16.001,39.2412,0.0000,41.2053,143.9831,622.7405,1.10954
16.051,1.2222,0.0000,35.7621,146.6144,622.7914,1.10836
16.101,35.5233,52.0141,72.3711,146.2350,623.0096,1.10519
16.151,0.0000,43.2393,44.7945,145.0902,622.8637,1.10927
16.201,0.0000,31.1392,0.0000,146.7242,623.1132,1.10844
16.251,50.8990,72.1911,36.1540,145.6480,623.6820,1.10532
16.301,45.5580,50.7035,0.0000,146.4533,622.9562,1.10898
16.351,28.3276,0.0000,0.0000,146.6792,623.1381,1.10859
16.401,71.9827,36.7197,49.7644,145.0694,623.8125,1.10560
16.451,56.3411,0.0000,47.7792,147.7324,623.3891,1.10874
16.501,0.0000,0.0000,26.6719,146.5221,622.8568,1.10876
16.551,37.4029,48.6378,71.8305,144.7420,622.5425,1.10579
16.601,0.0000,50.0589,61.9230,148.7250,624.4590,1.10827
16.651,0.0000,25.8153,0.0000,146.2614,622.6248,1.10882
16.701,47.4627,71.9463,38.1468,144.7638,621.5111,1.10597
16.751,52.3140,67.0536,0.0000,149.5784,624.8925,1.10775
16.801,25.7473,0.0000,0.0000,145.8839,622.6582,1.10893
16.851,72.2530,38.8846,46.1794,145.0181,621.1380,1.10628
16.901,71.1636,8.5553,54.2032,150.3515,624.2470,1.10735
16.951,0.0000,0.0000,26.0562,145.3884,623.0879,1.10911
17.001,39.6050,44.6362,72.4801,145.2520,622.1514,1.10655
17.051,16.7015,55.7075,74.3455,150.9058,623.7384,1.10686
17.101,0.0000,26.7895,0.0000,144.8263,623.2248,1.10919
17.151,42.5948,72.6443,40.1523,145.4659,623.6588,1.10673
17.201,56.7815,76.4705,23.1785,151.1656,623.8775,1.10632
17.251,28.0084,3.1342,0.0000,144.2965,622.5438,1.10925
17.301,72.8098,40.4440,39.9604,145.8960,623.4395,1.10697
17.351,77.3634,27.2818,57.2930,151.1380,624.3170,1.10597
17.401,6.7463,0.0000,29.2847,143.7630,622.0251,1.10940
17.451,40.5129,36.7102,72.7107,146.4854,622.3119,1.10721
17.501,29.6171,57.2909,77.3189,150.8393,624.8550,1.10564
17.551,0.0000,30.7220,10.6486,143.1800,622.1184,1.10947
17.601,32.2545,72.0424,40.0458,146.9223,622.5905,1.10733
17.651,56.9420,76.6883,30.8785,150.4185,624.3826,1.10529
17.701,32.4490,14.9198,0.0000,142.5964,622.2917,1.10947
17.751,70.5757,38.5562,25.6610,147.0565,623.7376,1.10744
17.801,75.8069,31.7185,56.5468,149.9887,623.6713,1.10510
17.851,18.7624,0.0000,33.9042,142.1072,622.0856,1.10957
17.901,35.8663,15.8130,68.0788,146.8847,625.0735,1.10761
17.951,32.4961,56.1294,74.9145,149.4260,624.1838,1.10502
18.001,0.0000,35.2944,22.5402,141.9058,621.3271,1.10964
18.051,0.2349,64.2982,31.6628,146.5130,625.0986,1.10771
18.101,55.4945,74.0530,33.1973,148.6518,625.2037,1.10489
18.151,37.0255,26.8300,0.0000,142.0864,620.5595,1.10958
18.201,58.4906,25.0476,0.0000,145.8677,623.4791,1.10783
18.251,73.3322,33.7977,54.6892,147.8254,625.3740,1.10489
18.301,31.0003,0.0000,38.5295,142.5615,621.0896,1.10960
18.351,14.8644,0.0000,49.1158,145.7584,622.9354,1.10804
18.401,34.3535,53.8026,72.8408,147.1551,624.7624,1.10501
18.451,0.0000,39.8694,35.2505,143.2214,622.2114,1.10960
18.501,0.0000,40.8736,6.3255,146.3041,622.7130,1.10822
18.551,52.8407,72.5419,34.9810,146.6430,623.4516,1.10508
18.601,41.6392,40.3171,0.0000,144.1264,622.7898,1.10943
18.651,34.7169,0.2335,0.0000,146.6262,622.8204,1.10833
18.701,72.3703,35.6351,51.8107,146.1468,623.0563,1.10519
18.751,45.8632,0.0000,43.6877,145.3569,622.8854,1.10922
18.801,0.0000,0.0000,30.6138,146.7396,623.1651,1.10849
18.851,36.2317,50.7205,72.1572,145.5387,623.8158,1.10542
18.901,0.0000,45.8239,51.5134,146.6886,622.9900,1.10901
18.951,0.0000,27.9961,0.0000,146.6700,623.0989,1.10864
19.001,49.5752,71.9053,36.8496,144.9765,623.6544,1.10560
19.051,48.1723,57.3617,0.0000,147.8859,623.5169,1.10862
19.101,26.4171,0.0000,0.0000,146.4774,622.8042,1.10872
19.151,71.8553,37.5290,48.4263,144.7338,622.3300,1.10578
19.201,62.9542,0.0000,50.5462,148.8942,624.6360,1.10815
19.251,0.0000,0.0000,25.7918,146.1942,622.6059,1.10884
19.301,38.2532,47.2572,72.0240,144.8125,621.3752,1.10606
19.351,0.5975,52.6264,67.7431,149.7401,624.8379,1.10774
19.401,0.0000,25.7487,0.0000,145.8131,622.7176,1.10900
19.451,45.9519,72.2575,39.0305,145.0439,621.1868,1.10633
19.501,54.4477,71.7668,10.0224,150.4455,624.1154,1.10725
19.551,26.1580,0.0000,0.0000,145.3018,623.1585,1.10909
19.601,72.5013,39.7216,44.3123,145.2775,622.4478,1.10654
19.651,74.8460,18.1294,55.9612,150.9592,623.7180,1.10671
19.701,0.3026,0.0000,27.0295,144.7300,623.1566,1.10918
19.751,40.1939,42.1689,72.7222,145.5441,623.8000,1.10679
19.801,23.9727,56.9271,76.6828,151.2003,623.9448,1.10630
19.851,0.0000,28.1399,3.6181,144.1971,622.3983,1.10932
19.901,39.4929,72.8033,40.4906,145.9874,623.2146,1.10704
19.951,57.3139,77.4110,27.7589,151.1110,624.4271,1.10592
