# script:hunt_kmppt_bisect @ 86ca0e5 · builder:gate1_blade_scaled_069_maxpower · date:2026-07-05T19:18:25 · max_power:true · code_state:d661dfc PRE-FIX tier-X — 70/30 blade-offset defect present, r_mean offset overstated ~3.1x (stamped hash 86ca0e5 was stale hardcoded const; retro-annotated 2026-07-06)
v_wind,k_mppt,P_kw,ω_rpm,min_fos,collapse_margin_deg,max_twist_deg,T_max_kN,reached_rated,status,P_aero_kw,P_loss_kw,P_static_kw,consistency,closure_pct,converged
5.0,6.230576302397042,7.543502566873609,102.14606257219921,12.202550079538902,48.40579119983932,9.053087752129953,3.7229485856951507,false,power_deficit,9.002558240194986,1.4590556733213775,5.63498946594662,0.000989222709814404,0.0,false
7.0,6.230576302397042,19.630565246515246,140.28084242554144,8.95796553634313,48.440873654946714,10.84788916447321,4.892283016824775,false,power_deficit,24.43832518036838,4.807759933853134,15.478070562963818,0.0009938563943014903,0.0,false
9.0,12.9400270199972,34.04777926131925,131.9848655147175,2.96586821720725,47.255159831452985,22.097390086520715,5.134881707961713,false,power_deficit,38.551698901877316,4.503919640558067,16.849877526883333,0.000996541412065035,0.0,false
11.0,12.9400270199972,61.53548612970528,160.72070577428218,1.9986054357186964,46.872587636981386,22.929156643810902,6.732376071287717,true,ok,70.12067364719249,8.585187517487206,30.900801076587392,0.0009974453411294574,0.0,true
13.0,12.9400270199972,100.81865675841979,189.48937240024605,1.5054307607403457,46.62707653118767,23.455150387570765,8.351118147308519,true,ok,115.40890595000445,14.590249191584661,38.32285979866312,0.000997161030281329,0.0,true
15.0,12.9400270199972,154.07069206055957,218.26059170605743,1.2333989702029922,46.46563370662959,23.812368854718546,10.907615104259383,true,FoS_fail,177.28791942357503,23.217227363015468,45.68222916360761,0.0009971787418548506,0.0,true
