timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-28T09:02:40.699,2000000,128071992,39.29458123999283,1.8000000000000005,0.0,236.64191889762878,3.577708763999664,0.30000000000000077,1.585298974104819,8
