island_idx,cfg_name,beam_profile,variant,seed,best_mass_kg,min_fos,feasible,r_hub_m,r_bottom_m,target_Lr,n_lines,tether_length_m,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,knuckle_kg,evaluations,elapsed_s,status
53,50kw,airfoil,2,1,749.4976337048095,1.8000000000000005,true,3.577708763999665,0.30000000000000093,0.4388640389158981,8,67.0820393249937,0.17944185374654645,0.045060395974031824,0.2,0.10689897202384281,0.010000000000000009,128071992,223.79646587371826,OK
