island_idx,cfg_name,beam_profile,variant,seed,best_mass_kg,min_fos,feasible,r_hub_m,r_bottom_m,target_Lr,n_lines,tether_length_m,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,knuckle_kg,evaluations,elapsed_s,status
45,50kw,elliptical,3,1,39.29458123999283,1.8000000000000005,true,3.577708763999664,0.3000000000000006,1.8534780290829507,8,67.0820393249937,0.05863647908685089,0.02000000000000001,0.9999999999999999,0.4260019650330911,0.010000000000000007,128071992,226.95659399032593,OK
