timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-28T08:54:58.877,2000000,128071992,39.29458123999283,1.8000000000000005,0.0,226.95659399032593,3.577708763999664,0.3000000000000006,1.8534780290829507,8
