timestamp,generation,evaluations,best_mass_kg,best_fos,infeas_frac,elapsed_s,r_hub_m,r_bottom_m,target_Lr,n_lines
2026-04-25T11:47:55.942,2000000,128071992,79.51342288746574,1.8,0.0,220.98521304130554,3.577708763999664,0.30000000000000066,1.9635480073808866,8
