island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,rotor_mask_proxy,bank_top,bank_bottom,lambda_top,lambda_bottom
1,49.202207092551575,0.06000000003501675,0.01,0.8799392364011867,0.9999998481455412,2.8885232552453664,2.0000000178739743,2.9878503277143196,13.207866704651128,-0.1097833891351554,18.558046111485208,31.990566201321005,34.99999109191107,0.5186481959328214,0.1
2,57.992211562749034,0.06,0.01,1.382583537625988,1.0,2.9752688812392196,2.1268794829026776,2.645174976858209,10.789798719378945,-0.38373474809040997,18.765346642347836,0.0,35.0,0.4936776820054713,0.11531034946835766
