run_id,struc_name,struc_config,wind_speed,payout_duration,active_winch,damping_mode,EA_back_line,c_back_line,i_pto,field_imu,mppt_stall,payout_base_m,lifter_elev_deg,duration_s,d_tau_gen_rms,d_omega_rms,T_min,T_mean,T_std,slack_events,slack_events_late,speed_ripple_rms,brake_time,brake_engaged,omega_hub_final,omega_gnd_final,time_to_omega1,max_payout_reached,peak_tau_gen,min_tension_before_brake,T_cyan_min,twist_max,fos_buckling_min,fos_buckling_ring_id,peak_strut_load,peak_strut_ring_id,max_out_of_plane_accel,max_node_jerk,T_trpt_max,peak_trpt_segment_idx,peak_trpt_line_idx,is_disqualified,disqualification_reason
11,base_10kw,1,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,279321.3054122044,4.152553266818361,340.97350590694737,10520.308416702474,30218.797913952407,300,283,5.952813154984423,NaN,0,5.263947799948481,1.8544004611199227,NaN,8.292506084326451,143106.32288230472,340.97350590694737,427.3082286750274,1.0723247516236398,0.29279033406937294,7,14127.154291806932,1,8642.607160082447,3.850932036805435e10,1.14704290001004e6,1,3,1,ring_buckling
12,base_10kw,1,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,572161.5763859104,3.8250216983189795,499.36569564139467,12092.466026325745,32277.86678793515,475,293,11.195881442514578,NaN,0,5.89646639831667,5.7984842304794615,NaN,5.096153235664957,229992.22996393114,499.36569564139467,0.0,1.2645844834522109,0.11536538668242705,5,44008.955313604194,1,32012.730680835346,3.85055684357355e10,1.1544791225894378e6,1,7,1,slack_sky_anchor
13,base_10kw,1,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,442208.65521815437,4.312412519612953,593.758555273303,12252.930730658085,30776.652664063247,304,287,18.448842095648565,NaN,0,13.815083156054001,25.374619952957342,NaN,8.216264093277063,144638.24482160347,1471.8410927194893,427.33352684214407,1.574316245338565,0.10614630659134128,5,50609.43764344702,1,12572.606261314495,3.850932036805435e10,1.14704290001004e6,1,3,1,ring_buckling
14,base_10kw,1,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,671314.3142404918,5.168481894625095,577.2572268804432,15254.54487878825,32475.951489119485,470,285,23.278273389803893,NaN,0,13.753726373577909,-13.228800362588535,NaN,8.279173274038033,231242.53164293332,743.6389999343272,0.0,1.6637794667819605,0.13160989368220166,5,44033.958503378584,1,32012.73068248371,3.85055684357355e10,1.1544791225894378e6,1,7,1,slack_sky_anchor
15,base_10kw,1,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,442208.65521815437,4.312412519612953,593.758555273303,12252.930730658085,30776.652664063247,304,287,18.448842095648565,NaN,0,13.815083156054001,25.374619952957342,NaN,8.216264093277063,144638.24482160347,1471.8410927194893,427.33352684214407,1.574316245338565,0.10614630659134128,5,50609.43764344702,1,12572.606261314495,3.850932036805435e10,1.14704290001004e6,1,3,1,ring_buckling
16,base_10kw,1,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,671314.3142404918,5.168481894625095,577.2572268804432,15254.54487878825,32475.951489119485,470,285,23.278273389803893,NaN,0,13.753726373577909,-13.228800362588535,NaN,8.279173274038033,231242.53164293332,743.6389999343272,0.0,1.6637794667819605,0.13160989368220166,5,44033.958503378584,1,32012.73068248371,3.85055684357355e10,1.1544791225894378e6,1,7,1,slack_sky_anchor
17,base_10kw,1,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,344336.23893299105,4.9653534866849025,2361.2112197000492,12758.14669757433,30419.81793859617,307,291,9.732390659184748,NaN,0,15.79614748082663,32.21061936162723,NaN,9.25605641175178,142148.55717684692,2361.2112197000492,507.7007487111374,1.25300282139807,0.2301858113333466,5,18009.144069215465,1,13636.912978960625,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
18,base_10kw,1,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,378079.52330660593,5.44535577788335,1083.3220321384665,14411.403796420198,30883.309171176767,472,284,12.147047586134274,NaN,0,13.323199236429742,3.0242456944941747,NaN,9.25605641175178,123032.09630127932,1083.3220321384665,0.0,1.2867405831533034,0.18145319495334983,5,25498.71943856145,1,34244.49384139181,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
19,base_10kw,1,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,344336.23893299105,4.9653534866849025,2361.2112197000492,12758.14669757433,30419.81793859617,307,291,9.732390659184748,NaN,0,15.79614748082663,32.21061936162723,NaN,9.25605641175178,142148.55717684692,2361.2112197000492,507.7007487111374,1.25300282139807,0.2301858113333466,5,18009.144069215465,1,13636.912978960625,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
20,base_10kw,1,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,378079.52330660593,5.44535577788335,1083.3220321384665,14411.403796420198,30883.309171176767,472,284,12.147047586134274,NaN,0,13.323199236429742,3.0242456944941747,NaN,9.25605641175178,123032.09630127932,1083.3220321384665,0.0,1.2867405831533034,0.18145319495334983,5,25498.71943856145,1,34244.49384139181,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
21,base_10kw,1,20.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,1.8500885223459005e6,14.632381742032313,1994.2368877833594,16113.309603221887,31307.528151358973,309,293,36.597656189299094,NaN,0,11.630018193764714,66.9834180979194,NaN,9.25605641175178,143572.14285247677,2419.9048176475917,507.1582228272753,1.6983691354961934,0.0645091942634755,5,81137.08021706669,1,32141.793008105546,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
22,base_10kw,1,20.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.825356462402846e6,11.783380648090539,1523.7459949377542,17453.796901577414,31566.403579740818,466,279,37.35083496864072,NaN,0,19.932291005619955,-29.076182032427454,NaN,9.25605641175178,124536.7762024987,1546.1436612566824,0.0,1.791008232480948,0.10136489687168859,7,72536.34781511746,1,34244.07173942268,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
23,base_10kw,1,20.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,1.8500885223459005e6,14.632381742032313,1994.2368877833594,16113.309603221887,31307.528151358973,309,293,36.597656189299094,NaN,0,11.630018193764714,66.9834180979194,NaN,9.25605641175178,143572.14285247677,2419.9048176475917,507.1582228272753,1.6983691354961934,0.0645091942634755,5,81137.08021706669,1,32141.793008105546,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
24,base_10kw,1,20.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.825356462402846e6,11.783380648090539,1523.7459949377542,17453.796901577414,31566.403579740818,466,279,37.35083496864072,NaN,0,19.932291005619955,-29.076182032427454,NaN,9.25605641175178,124536.7762024987,1546.1436612566824,0.0,1.791008232480948,0.10136489687168859,7,72536.34781511746,1,34244.07173942268,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
25,base_10kw,1,20.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,310634.8120623282,3.588932969404636,2282.904772096801,11792.905045687357,30226.592827978584,299,283,9.289531934741419,NaN,0,15.39586749380718,4.812937673101544,NaN,8.572124248611,142148.55717684692,3405.633160054527,507.7007487111374,1.29927941222698,0.2389418747027143,4,17691.07489592291,1,12350.57207338417,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
26,base_10kw,1,20.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,260381.45446920165,5.173925629934891,1407.9256184433327,14650.229869694844,30706.80303319608,471,281,10.376218652625113,NaN,0,14.323221117403083,8.810796634987552,NaN,8.608900748550905,123032.09630127932,2110.516620023305,0.0,1.2972680745772323,0.296219322448994,7,19963.244477241897,1,34244.49384139181,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
27,base_10kw,1,20.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,310634.8120623282,3.588932969404636,2282.904772096801,11792.905045687357,30226.592827978584,299,283,9.289531934741419,NaN,0,15.39586749380718,4.812937673101544,NaN,8.572124248611,142148.55717684692,3405.633160054527,507.7007487111374,1.29927941222698,0.2389418747027143,4,17691.07489592291,1,12350.57207338417,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
