run_id,struc_name,struc_config,wind_speed,payout_duration,active_winch,damping_mode,EA_back_line,c_back_line,i_pto,field_imu,mppt_stall,payout_base_m,lifter_elev_deg,duration_s,d_tau_gen_rms,d_omega_rms,T_min,T_mean,T_std,slack_events,slack_events_late,speed_ripple_rms,brake_time,brake_engaged,omega_hub_final,omega_gnd_final,time_to_omega1,max_payout_reached,peak_tau_gen,min_tension_before_brake,T_cyan_min,twist_max,fos_buckling_min,fos_buckling_ring_id,peak_strut_load,peak_strut_ring_id,max_out_of_plane_accel,max_node_jerk,T_trpt_max,peak_trpt_segment_idx,peak_trpt_line_idx,is_disqualified,disqualification_reason
28,base_10kw,1,20.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,260381.45446920165,5.173925629934891,1407.9256184433327,14650.229869694844,30706.80303319608,471,281,10.376218652625113,NaN,0,14.323221117403083,8.810796634987552,NaN,8.608900748550905,123032.09630127932,2110.516620023305,0.0,1.2972680745772323,0.296219322448994,7,19963.244477241897,1,34244.49384139181,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
29,base_10kw,1,20.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,611316.9604392418,8.003341897521263,1962.0963887454348,13806.151404497696,30848.388988601186,298,282,27.45903252274248,NaN,0,24.960924102410686,17.772852632970086,NaN,8.074935005001707,143572.14285247677,1962.0963887454348,507.1582228272753,1.4538632153650894,0.1335884611611061,5,39768.44275384985,1,12968.771830857711,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
30,base_10kw,1,20.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.288765155565097e6,10.11583417130271,1120.4525361440606,17643.13563977581,31389.450036455833,466,276,35.64978447912543,NaN,0,17.972160002144847,19.928636560864366,NaN,8.401370698944518,124536.7762024987,2044.0058070681328,0.0,1.6761523515637862,0.10076958293256888,6,58699.308854367744,1,34244.07173942268,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
31,base_10kw,1,20.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,611316.9604392418,8.003341897521263,1962.0963887454348,13806.151404497696,30848.388988601186,298,282,27.45903252274248,NaN,0,24.960924102410686,17.772852632970086,NaN,8.074935005001707,143572.14285247677,1962.0963887454348,507.1582228272753,1.4538632153650894,0.1335884611611061,5,39768.44275384985,1,12968.771830857711,3.856705947593733e10,1.1497347314010244e6,1,3,1,ring_buckling
32,base_10kw,1,20.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.288765155565097e6,10.11583417130271,1120.4525361440606,17643.13563977581,31389.450036455833,466,276,35.64978447912543,NaN,0,17.972160002144847,19.928636560864366,NaN,8.401370698944518,124536.7762024987,2044.0058070681328,0.0,1.6761523515637862,0.10076958293256888,6,58699.308854367744,1,34244.07173942268,3.856198229027522e10,1.1536516159596432e6,1,7,1,slack_sky_anchor
33,safe_10kw,2,11.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,419525.2916736591,5.679224505588495,254.04229385290708,10087.884816068547,24357.93903237028,315,293,11.36740146507547,NaN,0,1.4327004106570722,1.2845234540568453,NaN,9.25605641175178,180398.26490676985,254.04229385290708,439.66007659212994,1.1058647741620433,0.5070149212662205,2,24330.901232513075,1,13097.259891082129,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
34,safe_10kw,2,11.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,437929.00295108376,3.4484354415369243,369.97148237234455,11839.263339168341,25811.240839074926,473,293,14.421550490261929,NaN,0,2.8155746114190303,0.8333001849045959,NaN,9.25605641175178,97415.44806948448,369.97148237234455,0.0,1.1149858901081444,0.31553649525867455,3,31058.858674439085,1,35553.37554890911,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
35,safe_10kw,2,11.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,419525.2916736591,5.679224505588495,254.04229385290708,10087.884816068547,24357.93903237028,315,293,11.36740146507547,NaN,0,1.4327004106570722,1.2845234540568453,NaN,9.25605641175178,180398.26490676985,254.04229385290708,439.66007659212994,1.1058647741620433,0.5070149212662205,2,24330.901232513075,1,13097.259891082129,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
36,safe_10kw,2,11.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,437929.00295108376,3.4484354415369243,369.97148237234455,11839.263339168341,25811.240839074926,473,293,14.421550490261929,NaN,0,2.8155746114190303,0.8333001849045959,NaN,9.25605641175178,97415.44806948448,369.97148237234455,0.0,1.1149858901081444,0.31553649525867455,3,31058.858674439085,1,35553.37554890911,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
37,safe_10kw,2,11.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,646508.1424420887,4.3139750723201935,437.36620325390004,10485.75440978574,24563.650187515017,319,293,19.68141466172449,NaN,0,13.42313951862815,15.980374189517633,NaN,9.25605641175178,181809.22905618674,819.1601917926941,441.5688765947223,1.234111901383116,0.3696035090537186,4,33444.05803296657,1,13131.02759509357,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
38,safe_10kw,2,11.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,4.1774755003008046e6,6.1725511507949165,282.08290386197956,14829.623262766849,27461.096894288305,475,293,29.230706006446958,NaN,0,11.408698637916817,0.31860599573478066,NaN,9.25605641175178,98949.26617533117,1384.639478790401,0.0,1.6420049016236788,0.15078048826979043,4,159151.14685868833,1,39317.43474383569,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
39,safe_10kw,2,11.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,646508.1424420887,4.3139750723201935,437.36620325390004,10485.75440978574,24563.650187515017,319,293,19.68141466172449,NaN,0,13.42313951862815,15.980374189517633,NaN,9.25605641175178,181809.22905618674,819.1601917926941,441.5688765947223,1.234111901383116,0.3696035090537186,4,33444.05803296657,1,13131.02759509357,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
40,safe_10kw,2,11.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,4.1774755003008046e6,6.1725511507949165,282.08290386197956,14829.623262766849,27461.096894288305,475,293,29.230706006446958,NaN,0,11.408698637916817,0.31860599573478066,NaN,9.25605641175178,98949.26617533117,1384.639478790401,0.0,1.6420049016236788,0.15078048826979043,4,159151.14685868833,1,39317.43474383569,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
41,safe_10kw,2,11.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,342249.66255905875,4.642696243895978,414.7037837722626,9838.005557500881,24193.16854163874,303,287,11.135586860986914,NaN,0,3.570865402385913,4.753752322384774,NaN,7.908215838862615,180398.26490676985,559.0461567262101,439.66007659212994,0.9453109396742576,0.8041207883822039,2,13222.502821905056,1,13097.259891082129,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
42,safe_10kw,2,11.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,491211.3487617252,3.340891395696072,302.0772246123653,12538.424691316905,26021.47508731294,477,293,20.71245679962997,NaN,0,6.900945535951274,4.045727166101231,NaN,7.055843877234601,97415.44806948448,302.0772246123653,0.0,1.2734268476021242,0.3057809689863943,2,37971.92268521999,1,35553.37554890911,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
43,safe_10kw,2,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,342249.66255905875,4.642696243895978,414.7037837722626,9838.005557500881,24193.16854163874,303,287,11.135586860986914,NaN,0,3.570865402385913,4.753752322384774,NaN,7.908215838862615,180398.26490676985,559.0461567262101,439.66007659212994,0.9453109396742576,0.8041207883822039,2,13222.502821905056,1,13097.259891082129,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
44,safe_10kw,2,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,491211.3487617252,3.340891395696072,302.0772246123653,12538.424691316905,26021.47508731294,477,293,20.71245679962997,NaN,0,6.900945535951274,4.045727166101231,NaN,7.055843877234601,97415.44806948448,302.0772246123653,0.0,1.2734268476021242,0.3057809689863943,2,37971.92268521999,1,35553.37554890911,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
45,safe_10kw,2,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,397379.0941301584,8.725359575885067,218.0509506739398,11221.903061881583,24840.41734526097,304,288,19.221136192251034,NaN,0,8.694638007878012,20.069592429748116,NaN,6.976669836620834,181809.22905618674,218.0509506739398,441.5688765947223,1.2211430380418165,0.5685508151736349,1,26783.55805244106,1,16953.08305203556,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
46,safe_10kw,2,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.5653128335269503e6,7.848906254484256,454.9861044326556,15252.74035303055,27576.177218661527,473,288,33.256716863071,NaN,0,5.894902902988203,-24.96455924896244,NaN,7.664868745736707,98949.26617533117,829.7846903460121,0.0,1.516713509306257,0.1587732523478609,2,84408.26420400268,1,35553.37551725117,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
47,safe_10kw,2,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,397379.0941301584,8.725359575885067,218.0509506739398,11221.903061881583,24840.41734526097,304,288,19.221136192251034,NaN,0,8.694638007878012,20.069592429748116,NaN,6.976669836620834,181809.22905618674,218.0509506739398,441.5688765947223,1.2211430380418165,0.5685508151736349,1,26783.55805244106,1,16953.08305203556,2.5726603573921204e10,747902.1763373251,1,3,1,ring_buckling
48,safe_10kw,2,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.5653128335269503e6,7.848906254484256,454.9861044326556,15252.74035303055,27576.177218661527,473,288,33.256716863071,NaN,0,5.894902902988203,-24.96455924896244,NaN,7.664868745736707,98949.26617533117,829.7846903460121,0.0,1.516713509306257,0.1587732523478609,2,84408.26420400268,1,35553.37551725117,2.5724247041212273e10,754627.9196940425,1,7,1,slack_sky_anchor
49,safe_10kw,2,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,395224.62982403353,3.609513449208568,2083.635112832588,10343.487543701014,24060.22765986085,311,293,12.249356677147908,NaN,0,14.907875340947985,21.441769389469847,NaN,9.25605641175178,181149.41448345958,2454.4843289664823,533.7194811162683,0.9100906304306591,0.7723730863149968,3,14288.36838282639,1,12212.68845605265,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
50,safe_10kw,2,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,608623.0586740951,6.073720950557931,995.5796655962563,13747.863535533832,25038.76728148978,480,290,17.432575255163542,NaN,0,10.296267253113344,2.0236112510548536,NaN,9.25605641175178,129330.75912316285,995.5796655962563,0.0,1.0220671286268441,0.5500225728257511,2,25822.47245817884,1,35274.36510173258,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
51,safe_10kw,2,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,395224.62982403353,3.609513449208568,2083.635112832588,10343.487543701014,24060.22765986085,311,293,12.249356677147908,NaN,0,14.907875340947985,21.441769389469847,NaN,9.25605641175178,181149.41448345958,2454.4843289664823,533.7194811162683,0.9100906304306591,0.7723730863149968,3,14288.36838282639,1,12212.68845605265,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
52,safe_10kw,2,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,608623.0586740951,6.073720950557931,995.5796655962563,13747.863535533832,25038.76728148978,480,290,17.432575255163542,NaN,0,10.296267253113344,2.0236112510548536,NaN,9.25605641175178,129330.75912316285,995.5796655962563,0.0,1.0220671286268441,0.5500225728257511,2,25822.47245817884,1,35274.36510173258,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
53,safe_10kw,2,20.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,2.897603803579803e6,11.934522376290568,377.3115397028781,15259.62931836008,26255.176263802343,311,293,44.45634534658463,NaN,0,19.55694858634804,51.61181885345368,NaN,9.25605641175178,182465.64508539566,377.3115397028781,533.5188019818027,1.6195429549174776,0.30004512575096776,2,57353.10857161718,1,25769.314218113715,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
54,safe_10kw,2,20.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,4.338003462178429e6,11.080052735561944,1015.8545185750019,17340.196391220627,26158.315333429284,477,285,39.629399938369566,NaN,0,22.012186752451985,-42.13008639955009,NaN,9.25605641175178,130730.7539500381,3512.6779075887594,0.0,1.5895563165611861,0.26939054741371365,3,72071.55398800524,1,35113.61315897645,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
55,safe_10kw,2,20.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,2.897603803579803e6,11.934522376290568,377.3115397028781,15259.62931836008,26255.176263802343,311,293,44.45634534658463,NaN,0,19.55694858634804,51.61181885345368,NaN,9.25605641175178,182465.64508539566,377.3115397028781,533.5188019818027,1.6195429549174776,0.30004512575096776,2,57353.10857161718,1,25769.314218113715,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
56,safe_10kw,2,20.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,4.338003462178429e6,11.080052735561944,1015.8545185750019,17340.196391220627,26158.315333429284,477,285,39.629399938369566,NaN,0,22.012186752451985,-42.13008639955009,NaN,9.25605641175178,130730.7539500381,3512.6779075887594,0.0,1.5895563165611861,0.26939054741371365,3,72071.55398800524,1,35113.61315897645,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
57,safe_10kw,2,20.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,343425.2873892087,3.642164680987277,2040.2174699271093,10009.130078744283,24044.205118900427,300,284,12.39800174656815,NaN,0,15.44444720436032,3.000288658816614,NaN,8.689366061824618,181149.41448345958,2666.609171168406,533.7194811162683,0.9289961549802115,0.8771607048191211,1,12611.845933862322,1,12212.68845605265,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
58,safe_10kw,2,20.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.22216577452143e6,5.436314526037026,1374.1652981019806,14363.05318826094,25166.37404415929,478,288,21.66427210349477,NaN,0,17.325010759146576,3.39552659127545,NaN,8.414587215403902,129330.75912316285,3092.5868193691654,0.0,1.1937501897940024,0.436840053085205,4,35915.945638278434,1,35274.36510173258,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
59,safe_10kw,2,20.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,343425.2873892087,3.642164680987277,2040.2174699271093,10009.130078744283,24044.205118900427,300,284,12.39800174656815,NaN,0,15.44444720436032,3.000288658816614,NaN,8.689366061824618,181149.41448345958,2666.609171168406,533.7194811162683,0.9289961549802115,0.8771607048191211,1,12611.845933862322,1,12212.68845605265,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
60,safe_10kw,2,20.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.22216577452143e6,5.436314526037026,1374.1652981019806,14363.05318826094,25166.37404415929,478,288,21.66427210349477,NaN,0,17.325010759146576,3.39552659127545,NaN,8.414587215403902,129330.75912316285,3092.5868193691654,0.0,1.1937501897940024,0.436840053085205,4,35915.945638278434,1,35274.36510173258,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
61,safe_10kw,2,20.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,1.0434996004374435e6,19.648541325330363,1207.2530744756177,13840.257132455581,25594.469457666335,299,283,32.14357275110966,9.927449999793337,1,-0.10864790389173817,0.0,9.939999999792862,8.322267778222633,182465.64508539566,1207.2530744756177,533.5188019818027,1.6173380065828553,0.29182819459334836,2,55430.21154449585,1,18866.380736055013,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
62,safe_10kw,2,20.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,828953.0896090936,8.765919341596021,923.3311276413064,15289.188820777472,25627.23331358936,470,278,30.453008087325028,NaN,0,19.30007719010947,44.365305514354034,NaN,7.895651805499111,130730.7539500381,1925.8967421644033,0.0,1.2745525493170646,0.3448896655713864,1,42765.836885972414,1,35113.61315897645,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
63,safe_10kw,2,20.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,1.0434996004374435e6,19.648541325330363,1207.2530744756177,13840.257132455581,25594.469457666335,299,283,32.14357275110966,9.927449999793337,1,-0.10864790389173817,0.0,9.939999999792862,8.322267778222633,182465.64508539566,1207.2530744756177,533.5188019818027,1.6173380065828553,0.29182819459334836,2,55430.21154449585,1,18866.380736055013,2.576589598718432e10,750014.1408715383,1,3,1,ring_buckling
64,safe_10kw,2,20.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,828953.0896090936,8.765919341596021,923.3311276413064,15289.188820777472,25627.23331358936,470,278,30.453008087325028,NaN,0,19.30007719010947,44.365305514354034,NaN,7.895651805499111,130730.7539500381,1925.8967421644033,0.0,1.2745525493170646,0.3448896655713864,1,42765.836885972414,1,35113.61315897645,2.5762574175878693e10,753574.7961841661,1,7,1,slack_sky_anchor
65,base_50kw,3,11.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,9.76595541707324e7,1.6685915210235311,7095.09132104243,237041.86416675086,564596.6120067155,350,259,18.626938340161573,NaN,0,1.1383490963288088,2.6589609684245596,NaN,20.697171340249692,5.554882474948407e7,7095.09132104243,803.4933965120672,0.804862905488875,0.16131889220990234,19,56856.18985467007,13,10278.446728786455,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
66,base_50kw,3,11.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.056806177567909e8,17.55572871667247,17414.123885053523,328095.6450535507,542365.8418103076,481,293,22.510756448399732,2.9687200000109812,1,-0.9648791253328078,0.0,2.980000000011055,20.697171340249692,5.551842165164612e7,17414.123885053523,0.0,1.6612072453083115,0.0260868269490775,5,269867.5016901421,1,10531.318108102994,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
67,base_50kw,3,11.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,9.76595541707324e7,1.6685915210235311,7095.09132104243,237041.86416675086,564596.6120067155,350,259,18.626938340161573,NaN,0,1.1383490963288088,2.6589609684245596,NaN,20.697171340249692,5.554882474948407e7,7095.09132104243,803.4933965120672,0.804862905488875,0.16131889220990234,19,56856.18985467007,13,10278.446728786455,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
68,base_50kw,3,11.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.056806177567909e8,17.55572871667247,17414.123885053523,328095.6450535507,542365.8418103076,481,293,22.510756448399732,2.9687200000109812,1,-0.9648791253328078,0.0,2.980000000011055,20.697171340249692,5.551842165164612e7,17414.123885053523,0.0,1.6612072453083115,0.0260868269490775,5,269867.5016901421,1,10531.318108102994,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
69,base_50kw,3,11.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,1.1122084138003474e8,0.9499175705103063,38839.37075484779,250970.33047376695,559990.0366978206,342,251,21.849059847921442,NaN,0,5.657611004809405,-8.00165338388996,NaN,20.697171340249692,5.60439549873523e7,59642.546880639646,803.5761477347414,1.6801164686589445,0.2124378896832325,4,142805.74879234607,1,9432.246780690039,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
70,base_50kw,3,11.0,15.0,0,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.0336641722132716e8,15.779279989206946,7305.201717727807,324768.77942082915,543562.3032773879,481,293,23.158376861110874,2.9738100000110146,1,-1.6118118950659248,0.0,2.980000000011055,20.697171340249692,5.601456654235874e7,7305.201717727807,0.0,1.667345235726657,0.016676842748414435,4,442916.9936687636,1,7908.435646719893,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
71,base_50kw,3,11.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,1.1122084138003474e8,0.9499175705103063,38839.37075484779,250970.33047376695,559990.0366978206,342,251,21.849059847921442,NaN,0,5.657611004809405,-8.00165338388996,NaN,20.697171340249692,5.60439549873523e7,59642.546880639646,803.5761477347414,1.6801164686589445,0.2124378896832325,4,142805.74879234607,1,9432.246780690039,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
72,base_50kw,3,11.0,15.0,0,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.0336641722132716e8,15.779279989206946,7305.201717727807,324768.77942082915,543562.3032773879,481,293,23.158376861110874,2.9738100000110146,1,-1.6118118950659248,0.0,2.980000000011055,20.697171340249692,5.601456654235874e7,7305.201717727807,0.0,1.667345235726657,0.016676842748414435,4,442916.9936687636,1,7908.435646719893,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
73,base_50kw,3,11.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,9.765927566507982e7,1.4916576548081364,22151.335805803577,236373.49216755427,564820.3846155693,338,247,18.620218316860534,NaN,0,1.6306675464915665,2.291058736209931,NaN,19.283921869036682,5.554882474948407e7,22151.335805803577,803.4933965120672,0.7854378211054871,0.11891561316679188,20,56856.18985467007,13,10278.446728786455,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
74,base_50kw,3,11.0,15.0,1,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.0784954209779975e8,11.285789467461127,11642.165828462204,279594.87785397196,556738.5369196499,483,293,22.60362005413754,3.038870000011441,1,-0.15561568504270695,0.0,3.040000000011448,17.51301708434778,5.551842165164612e7,11642.165828462204,0.0,1.6435243422930554,0.03172523426438989,20,173144.39576574042,20,6358.483878746484,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
75,base_50kw,3,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,9.765927566507982e7,1.4916576548081364,22151.335805803577,236373.49216755427,564820.3846155693,338,247,18.620218316860534,NaN,0,1.6306675464915665,2.291058736209931,NaN,19.283921869036682,5.554882474948407e7,22151.335805803577,803.4933965120672,0.7854378211054871,0.11891561316679188,20,56856.18985467007,13,10278.446728786455,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
76,base_50kw,3,11.0,15.0,1,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.0784954209779975e8,11.285789467461127,11642.165828462204,279594.87785397196,556738.5369196499,483,293,22.60362005413754,3.038870000011441,1,-0.15561568504270695,0.0,3.040000000011448,17.51301708434778,5.551842165164612e7,11642.165828462204,0.0,1.6435243422930554,0.03172523426438989,20,173144.39576574042,20,6358.483878746484,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
77,base_50kw,3,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,1.0475681586856523e8,1.0768870341421222,42300.61058955239,249147.39395283588,560583.378630751,323,232,21.480558230604878,NaN,0,5.80738168414735,-20.206073740963596,NaN,19.87512128381347,5.60439549873523e7,55458.3395166492,803.5761477347414,1.5804705015746947,0.2491579107085736,18,110033.55416603612,1,9432.246780690039,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
78,base_50kw,3,11.0,15.0,1,2,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.0474450768929511e8,11.620189728034287,3646.9013756390223,279250.0259921517,557154.0399605418,483,293,23.283113416572572,3.06011000001158,1,0.07568998429400475,0.0,3.0800000000117103,18.403318842372588,5.601456654235874e7,3646.9013756390223,0.0,1.647257879633477,0.03532220157951628,17,159959.66401994228,20,6833.66601182003,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
79,base_50kw,3,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,1.0475681586856523e8,1.0768870341421222,42300.61058955239,249147.39395283588,560583.378630751,323,232,21.480558230604878,NaN,0,5.80738168414735,-20.206073740963596,NaN,19.87512128381347,5.60439549873523e7,55458.3395166492,803.5761477347414,1.5804705015746947,0.2491579107085736,18,110033.55416603612,1,9432.246780690039,2.652433040192105e10,1.3491015368363995e7,1,3,1,ring_buckling
80,base_50kw,3,11.0,15.0,1,2,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.0474450768929511e8,11.620189728034287,3646.9013756390223,279250.0259921517,557154.0399605418,483,293,23.283113416572572,3.06011000001158,1,0.07568998429400475,0.0,3.0800000000117103,18.403318842372588,5.601456654235874e7,3646.9013756390223,0.0,1.647257879633477,0.03532220157951628,17,159959.66401994228,20,6833.66601182003,2.652341166208131e10,1.3490426064119011e7,1,7,1,slack_sky_anchor
81,base_50kw,3,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,75.0,10.0,9.868778485877348e7,1.5663990975036908,34615.76567046387,250383.71548852624,562124.928670292,284,196,18.845947711671528,NaN,0,4.43292854419041,3.3177425593749725,NaN,20.697171340249692,5.687548265135879e7,34615.76567046387,1042.8269933086654,1.2640415485963388,0.26259843937658034,6,65355.123636047996,1,8941.24229325035,2.656255463390725e10,1.3515409349773878e7,1,3,1,ring_buckling
82,base_50kw,3,20.0,15.0,0,0,500000.0,250.0,12.5,1,1,15.0,95.0,10.0,1.0911406129160956e8,24.976668436411714,2297.9059591828145,266923.82728631416,563257.9022957048,466,292,25.734227472549605,2.958920000010917,1,-0.047741832442663126,0.0,2.960000000010924,20.697171340249692,5.683763085302467e7,2297.9059591828145,0.0,1.7546088959653474,0.026392486977150683,20,243033.6249461472,20,11187.9602052529,2.6561380383440628e10,1.3514715083884608e7,1,7,1,slack_sky_anchor
83,base_50kw,3,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,75.0,10.0,9.868778485877348e7,1.5663990975036908,34615.76567046387,250383.71548852624,562124.928670292,284,196,18.845947711671528,NaN,0,4.43292854419041,3.3177425593749725,NaN,20.697171340249692,5.687548265135879e7,34615.76567046387,1042.8269933086654,1.2640415485963388,0.26259843937658034,6,65355.123636047996,1,8941.24229325035,2.656255463390725e10,1.3515409349773878e7,1,3,1,ring_buckling
84,base_50kw,3,20.0,15.0,0,0,500000.0,500.0,12.5,1,1,15.0,95.0,10.0,1.0911406129160956e8,24.976668436411714,2297.9059591828145,266923.82728631416,563257.9022957048,466,292,25.734227472549605,2.958920000010917,1,-0.047741832442663126,0.0,2.960000000010924,20.697171340249692,5.683763085302467e7,2297.9059591828145,0.0,1.7546088959653474,0.026392486977150683,20,243033.6249461472,20,11187.9602052529,2.6561380383440628e10,1.3514715083884608e7,1,7,1,slack_sky_anchor
