island,mass_kg,Do_top_m,t_over_D,beam_aspect,Do_scale_exp,r_hub_m,r_bottom_m,target_Lr,n_lines,density_profile,n_expansion,bank_angle_deg,blade_scale
1,72.1342087229831,0.08125357061240887,0.010000000727802888,1.0000078670608576,0.9999961624190398,5.554064559919083,4.424660524366377,2.999999499170191,12.0,-0.04040555875583931,0.8276464573871825,34.999746939031255,0.517537931633825
2,77.71252135448447,0.10181422090167487,0.01,1.1028832258546262,0.9442301043993081,5.396543945697816,2.4043441944111126,2.792204705755899,11.392520765929866,0.17043933380442094,1.8653753912120536,28.003936159954982,0.5104483426044986
3,70.92558250113792,0.08473713777333997,0.01003453819016474,1.0489937075736042,0.7774631098364214,5.398866802974606,2.9871682984090255,3.0,12.0,-0.05986773150880501,1.0426083696824362,34.42813665666531,0.6898753851153954
4,60.0993389397743,0.08594456856397767,0.01,1.004302988738024,0.8775833699759553,5.397381273257711,1.7910065385384506,2.8704014750121147,9.92418675525184,-0.011822594559165794,4.374304475229718,5.1830286960911645,0.26763314950921463
5,58.41349865667112,0.08160256370771382,0.01,1.000000084540717,0.7987416951394237,5.396543945697816,2.9673285477694455,2.9999999578121286,8.93476052112054,-0.08216161407264276,3.2865739155571903,27.003430119585687,0.286768674439298
6,72.14113934209593,0.08126873491612549,0.01,1.0001929961703186,1.0,5.555211757695453,4.423705494822724,3.0,11.745398403112059,-0.04047432557429219,1.1091424472745326,34.96561168669474,0.517534497053628
7,58.485269630708075,0.08607795875267844,0.01,1.0000404009779638,0.7066772855846012,5.396543945697816,1.4615017103167602,2.9957406305513077,9.329279253079646,-0.10910953837616814,4.10702396112597,26.975423054278753,0.3160398653356505
8,58.48426620135092,0.08624286424301679,0.010000000151634837,1.0000000484207636,0.7092298112437361,5.396544592358083,1.4564763671352314,3.0,8.738003260254604,-0.10735501867331691,4.010281074538282,27.10583655707505,0.3169301694941148
9,72.59581438545578,0.08172819594260075,0.01,1.0004510292833917,1.0,5.575722405549518,4.42009071489578,3.0,11.659016213674999,-0.044201371483848104,0.5571055078730641,34.16296638039669,0.5190751552830055
10,58.41481545557373,0.08160353305581491,0.01,1.0000569791236105,0.7988318960699963,5.396543945697816,2.9674583550552236,2.999974576450231,8.993164652417965,-0.08209930036758431,2.9740111373102054,26.99983026150178,0.28675174031196765
11,58.484283007147795,0.08623078616190832,0.01000000559704176,1.0000000636096649,0.7092130160833523,5.396544138138224,1.457348238915571,2.985239996709068,8.903294032860265,-0.10733217755185702,4.138291457042027,27.09081061482037,0.3167886217951525
12,72.13408376349888,0.08125369188001633,0.01,1.0000000368287816,1.0,5.554066880098606,4.424656066816591,3.0,11.849547266125983,-0.04040541590440025,0.9688636585523798,35.0,0.5175378644866655
13,58.5665266227319,0.08517867933818282,0.01,1.0063444413945744,0.7061790963871477,5.398534781214761,1.5273194709611502,2.9173371259423773,8.686016856313165,-0.10629591568397306,4.339623261872356,25.03719998258573,0.30452823461677153
14,58.484248091304366,0.08623694489223858,0.010000000108438772,1.0000002274784605,0.7091035232403384,5.396543945697816,1.4565447538538692,2.9959487011573924,8.912057077448019,-0.10745210437994676,3.8064377949689927,27.102944710750844,0.31691596926947324
15,58.55706643013434,0.08677117856279731,0.01,1.0020595243783073,0.75041131667846,5.396543945697816,1.5431875330054703,3.0,9.050721301648165,-0.07163437859100917,3.676398190956061,25.949720711129366,0.30407576616877846
16,58.484338056718784,0.08624538412447384,0.010000005684941585,1.0000017530418899,0.708870485249122,5.396543945697816,1.4552020612148084,3.0,8.976294513189078,-0.10769031342897098,3.612189236585927,27.122139011581172,0.31712713480425403
17,58.49923272050502,0.08570683320017188,0.01,0.9999458360665999,0.695801119358976,5.396685105824595,1.4585042822237857,2.997537457543129,9.00216900346504,-0.11787214324317459,4.030183758409223,26.697447677083836,0.3159915165626003
18,72.13451083099713,0.08125372161935485,0.010000039142982689,1.0000080082457476,0.9999950077303004,5.554078922480477,4.424660167922266,2.9999992593165885,11.791769920805898,-0.04040326838153685,1.1619147846967774,34.99935366807982,0.5175369612157567
19,58.48501782297741,0.08629584996816098,0.01,1.0000794704450366,0.7108963465657473,5.396561096136821,1.4574107200726125,3.0,9.251586813537124,-0.10599692830953489,4.1571351972643695,27.114452310825644,0.31682390551823164
20,58.484254956707304,0.08622301048408668,0.01,1.0000000598201724,0.7088239824062473,5.396543945697816,1.4567646547160602,2.98130340405075,8.610602051221203,-0.10766416435340755,3.8832297760970014,27.094643691938508,0.3168721942632396
21,72.134083701279,0.08125369286300664,0.01,1.0000000090007253,1.0,5.5540669085760515,4.4246560237223385,3.0,11.890500332175668,-0.04040541677562988,0.5140019999242775,34.99999916041846,0.5175378769067207
22,58.66069777702981,0.08891214454912802,0.01,1.0008822662497485,0.7766284276287861,5.396930229128472,1.4780574606421097,2.9679379657526623,9.035642988069021,-0.052340979052110305,4.356721931999125,25.92316578129964,0.3125770226319948
23,58.504614232680055,0.08619993095849626,0.010000167550794008,1.000356857644872,0.7122581311312935,5.396543945697816,1.4706978292290622,2.991662846593952,8.739134357697115,-0.10403254377053052,4.2345968455602,26.868221564063152,0.3146653239256863
24,73.60348069147201,0.08014985199468178,0.01,1.0192508992169604,0.9893194871439611,5.396543945697816,4.570480340250286,2.9993700777654375,11.814772964395923,-0.03577089808993441,1.3071347930960868,35.0,0.5510343556576318
25,62.02005528513733,0.08427163005185355,0.010066887246827824,1.0683186684958428,0.8735172399792006,5.4168196695217645,1.5479022504284614,2.9667247659830682,11.768498462044317,0.00967522104476487,3.749801337824675,18.076628390987132,0.306849955084909
26,72.13507121594523,0.0812564470066591,0.010000034025243304,0.9999918424257127,1.0,5.554243933071021,4.424515442404554,3.0,11.594855241661865,-0.040412147036861586,0.8346006268248771,35.0,0.5175495729358063
27,69.94517070258794,0.08432768008594828,0.01,1.0017601298660608,0.7528966489887431,5.398206052133453,2.97454689899746,2.999475600042174,11.832851429530834,-0.08173768139076733,0.565548282337199,35.0,0.6965838350256226
28,107.71871412063436,0.08375439189976384,0.010032291026549615,1.2826068942105746,0.3646412538608314,5.396543945697816,5.0,2.448938956644719,12.0,0.037662271508359546,0.0,16.800339163460258,0.1351057110966623
29,101.727673238472,0.0870432475913255,0.01,1.000167143182089,0.48902410007112873,5.396543945697816,4.889871940662101,2.775048996865072,11.739086260982013,0.00033025100631876923,0.0,35.0,0.7714107229131897
30,58.48622085175906,0.08605559987819816,0.01,0.9999945919616702,0.7065273825614954,5.396572568186962,1.4628175407184771,2.967730754243516,9.307897341451062,-0.10922985238495865,3.885555746058358,26.93020159982733,0.31579024882377527
31,72.13424901114465,0.08125355629617259,0.01,1.000017694880339,1.0,5.554074782077573,4.424653301566626,2.9999997124977544,11.701125527602782,-0.04040519882881195,0.6508900213248996,34.99999884342119,0.5175378298709846
32,62.74680771261545,0.08407402347952332,0.010000000041561128,1.0000000231250394,0.8466352224488692,5.396543945697816,2.967328427326843,3.0,10.142511127097622,-0.08216167751068205,1.9763255722291362,35.0,0.420687533493811
33,58.48425211127933,0.08622787032056466,0.01,1.0000003803914768,0.7090327986350954,5.396543945697816,1.4570244791099283,2.9954689858031314,9.053020547706751,-0.1074880736481805,4.214704953727967,27.09351270677119,0.3168360124739748
34,103.51793031623183,0.0867169914867883,0.012527850327611676,0.9998699104690395,0.9742783017751281,5.581437167946493,4.386358874477013,3.0,12.0,-0.06226550728772591,0.755731083809069,34.02384607104005,0.5200894734244336
35,58.48424514395046,0.08624046993693099,0.010000000025741659,0.9999999978803266,0.7090817020605823,5.396543945697816,1.4562097809707828,2.991937134753329,9.070147814094202,-0.10748313036503544,3.691884638351475,27.10834165055076,0.316969674744294
36,58.48780656941027,0.08596491404542621,0.01,1.0000298701967667,0.7070156437155528,5.396543945697816,1.4712479418502773,2.978545374667328,8.84945365500763,-0.10856055627154546,3.8205615131618185,26.768060890162033,0.31441589691721683
37,101.73105786580317,0.08707487914926604,0.01,1.0001547890783815,0.49265427021006103,5.396566716382827,4.888192693713073,2.5520319729460748,12.0,0.0010350817453061447,0.0,19.162890978298723,2.0
38,1.0000921836662159e6,0.08603818998050931,0.012460431313595983,1.0333320185787167,0.48356721177051526,5.565530891948003,4.796142954443478,2.4613596491344794,11.640539107789516,-0.008823718392853305,0.2566968876082065,27.540293213688837,0.04088873918679678
39,1.0000540882497331e6,0.07705241495166844,0.011512167826553479,1.0321869015713683,0.7999924030688749,5.396543945697816,3.004862795340262,2.9547430654627687,9.183178816051685,-0.08394462453293566,2.5106028992876164,27.74460504616199,0.30114004291292745
40,101.72484638036826,0.08703972806100926,0.01,1.0000000030369127,0.488348179333536,5.396543945697816,4.8901513090376945,2.55788338989925,11.605499271912628,0.0001928322701686701,0.0,10.61434630746631,1.336905135751228
