# v13_5kw_masslift telemetry  length=18.8  window=40.0  min_clearance=1.5  lift=mass-aware-const-tension  margin=1.5  era=post-4ce9fd0_daisy-anchored-5kw  git=1c9f9cbf4eac8f6d7909ab4d6cb5ee62417cb979
island,gen,idx,fitness,status,P_mean,P_end,T_lift,FoS,twist_crossed,clearance,n_lines,rings,n_active,r_hub,r_bot,bank_top,bank_bot,blade_scale_top,blade_scale_bottom,tether,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,0,1,62.141,ok,5.25,5.31,508.81,3.38,false,4.12,6,13,3,2.4,0.575,0.0,0.0,0.7,0.7,18.8,2.4,0.575109,1.5,6.0,0.0,3.0,0.0,0.0,0.7,0.7
1,0,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.87,4,25,2,1.328,0.473,8.6,17.7,0.761,0.46,18.8,1.32834,0.472545,1.284444,3.998632,0.043224,1.966044,8.594595,17.660776,0.760905,0.460218
1,0,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.17,3,19,2,1.065,0.472,7.9,5.7,0.444,0.197,18.8,1.065021,0.472202,2.066467,3.07739,0.408804,1.693483,7.913269,5.724129,0.443921,0.196819
1,0,4,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,0.83,5,7,3,3.352,0.492,2.9,17.8,0.359,0.896,18.8,3.351675,0.492468,1.71727,4.62206,-0.755405,2.98487,2.910628,17.807358,0.359463,0.895662
1,0,5,1.0e9,reject,4.63,4.63,438.52,5.18,false,4.16,8,9,3,2.245,0.734,13.1,2.1,0.612,0.249,18.8,2.244841,0.733806,1.806764,8.076214,0.440669,2.939817,13.116551,2.06041,0.612093,0.249215
1,0,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.92,5,19,2,0.848,0.722,13.1,8.5,0.444,0.971,18.8,0.848094,0.722169,1.489854,4.503116,-0.559748,1.739322,13.122701,8.512743,0.444328,0.971247
1,0,7,1.0e9,reject,2.79,2.79,716.63,2.34,false,3.64,5,18,2,3.993,0.477,19.4,10.8,0.747,0.879,18.8,3.993357,0.477184,1.119625,5.461741,-0.043734,1.538848,19.400365,10.803417,0.746668,0.878607
1,0,8,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.94,6,14,2,1.595,0.825,9.8,16.4,0.198,0.614,18.8,1.595208,0.825325,1.628256,5.748034,-0.18675,1.964632,9.807365,16.42733,0.197899,0.613723
1,0,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.88,7,27,2,2.119,0.318,8.2,19.6,0.254,0.266,18.8,2.118511,0.318304,1.254313,6.604562,-0.399369,2.040832,8.172484,19.60595,0.253724,0.266289
1,0,10,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.3,9,27,1,4.081,0.444,16.9,0.5,0.331,0.967,18.8,4.081286,0.443745,1.073518,8.986263,-0.376878,1.271358,16.879867,0.463019,0.331167,0.967247
1,1,1,1.0e9,reject,0.0,0.0,0.0,Inf,false,3.25,9,24,2,4.32,0.297,0.0,15.6,0.7,0.849,18.8,4.32,0.296776,1.0,9.0,-0.8,1.721492,0.0,15.6259,0.7,0.849121
1,1,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.29,5,25,1,3.239,0.473,13.2,3.1,0.211,0.46,18.8,3.239169,0.472545,1.258886,5.0,-0.399622,1.0,13.165935,3.078061,0.211131,0.460218
1,1,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.24,8,22,3,1.22,0.45,4.9,15.1,0.185,0.14,18.8,1.220444,0.45011,1.607239,8.0,0.408804,2.760393,4.945011,15.115395,0.184605,0.14
1,1,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,3.78,9,12,2,3.352,0.492,13.4,0.0,0.322,0.626,18.8,3.351675,0.492468,1.71727,9.0,0.051676,1.843978,13.380976,0.0,0.3216,0.626362
1,1,5,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.82,5,25,2,1.187,0.394,13.1,2.1,0.48,0.746,18.8,1.187067,0.393742,1.247629,5.0,-0.697474,1.788681,13.116551,2.06041,0.48049,0.746194
1,1,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.82,9,19,3,0.848,0.461,0.8,7.7,0.444,0.14,18.8,0.848094,0.460645,2.019185,9.0,0.474569,2.970714,0.795953,7.668791,0.444328,0.14
1,1,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.4,6,22,2,0.7,0.7,9.8,15.9,0.334,0.758,18.8,0.7,0.785593,1.119625,6.0,-0.336924,2.362276,9.782466,15.914242,0.333707,0.757909
1,1,8,1.0e9,reject,0.0,0.0,0.0,Inf,false,2.96,9,9,2,4.083,0.433,9.5,16.4,0.143,0.249,18.8,4.083313,0.433212,1.722521,9.0,0.285834,1.964632,9.497468,16.42733,0.143479,0.249402
1,1,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.25,9,25,2,2.638,0.415,8.2,20.9,0.214,0.14,18.8,2.637761,0.414838,1.254313,9.0,0.530009,2.040832,8.172484,20.85524,0.214341,0.14
1,1,10,1.0e9,reject,2.32,2.39,324.79,0.05,false,2.69,9,8,2,3.776,0.473,11.5,6.7,0.331,0.52,18.8,3.776141,0.47269,1.950403,9.0,0.396347,2.32903,11.536339,6.712494,0.331167,0.520356
1,2,1,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.76,7,24,2,0.987,0.597,0.0,22.0,0.222,0.222,18.8,0.987192,0.597297,1.0,7.0,0.288121,2.363453,0.0,22.0,0.221877,0.221883
1,2,2,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.16,6,17,2,1.442,0.795,10.5,13.6,0.211,0.814,18.8,1.441546,0.795019,1.359809,6.0,-0.462182,2.323186,10.462163,13.64279,0.211131,0.81403
1,2,3,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.83,8,26,3,1.22,0.288,15.2,0.0,0.51,0.579,18.8,1.220444,0.287554,1.638962,8.0,-0.112572,2.760393,15.233896,0.0,0.509628,0.579008
1,2,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,4.62,9,20,2,3.287,0.288,12.3,4.3,0.322,0.297,18.8,3.287296,0.287554,1.535988,9.0,-0.102795,1.503627,12.34961,4.274145,0.3216,0.297309
1,2,5,1.0e9,reject,0.0,0.0,0.0,Inf,false,8.23,6,21,2,0.955,0.863,13.1,2.1,0.14,0.696,18.8,0.955181,0.862663,1.148893,6.0,0.011655,1.788681,13.116551,2.06041,0.14,0.696239
1,2,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.98,5,20,3,0.7,0.7,0.8,10.7,0.339,1.0,18.8,0.7,0.795019,1.429758,5.0,0.474569,3.0,0.795953,10.739398,0.338857,1.0
1,2,7,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.04,6,16,2,1.267,0.749,2.0,19.6,0.347,1.0,18.8,1.267089,0.748774,1.551826,6.0,-0.145706,2.362276,2.039035,19.576286,0.347082,1.0
1,2,8,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.26,9,26,2,2.769,0.45,14.5,16.4,0.14,0.14,18.8,2.768917,0.449604,1.109957,9.0,0.285834,1.964632,14.50489,16.394509,0.14,0.14
1,2,9,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.3,9,19,2,2.638,0.288,14.0,2.7,0.613,0.205,18.8,2.637761,0.287554,1.921727,9.0,-0.200575,2.040832,14.016197,2.652372,0.612539,0.205035
1,2,10,1.0e9,reject,0.0,0.0,0.0,Inf,false,2.67,7,10,3,2.444,0.353,6.4,0.0,0.906,0.499,18.8,2.444184,0.353409,2.1,7.0,-0.350557,2.584109,6.405204,0.0,0.906382,0.498878
1,3,1,1.0e9,reject,0.0,0.0,0.0,Inf,false,7.97,3,21,3,0.7,0.575,0.0,0.0,0.37,1.0,18.8,0.7,0.575109,1.615519,3.0,-0.311271,3.0,0.0,0.0,0.370135,1.0
1,3,2,1.0e9,reject_twist,0.0,0.0,0.0,Inf,true,3.2,6,10,2,3.785,0.288,13.5,13.6,0.856,0.14,18.8,3.785485,0.287554,1.96915,6.0,-0.520971,2.323186,13.478824,13.64279,0.856358,0.14
1,3,3,1.0e9,clearance_reject,NaN,NaN,NaN,NaN,false,-0.57,4,4,3,3.514,0.38,2.8,1.6,1.0,0.552,18.8,3.514297,0.379812,2.1,4.0,-0.731085,2.760393,2.816392,1.591313,1.0,0.551652
1,3,4,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.76,7,27,3,1.927,0.288,1.7,4.3,0.322,0.297,18.8,1.926648,0.287554,1.403425,7.0,0.659999,3.0,1.734901,4.274145,0.3216,0.297309
1,3,5,1.0e9,reject,0.0,0.0,0.0,Inf,false,6.64,9,22,2,2.035,0.393,13.1,2.1,0.45,0.285,18.8,2.034941,0.393207,1.597135,9.0,0.194933,2.170456,13.116551,2.06041,0.450243,0.28529
1,3,6,1.0e9,reject,0.0,0.0,0.0,Inf,false,5.19,9,20,3,1.763,0.288,15.1,0.8,0.605,0.23,18.8,1.763258,0.287554,1.961511,9.0,0.061563,3.0,15.10563,0.82427,0.605387,0.229614
